"","state","id","year","name","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues"
"15972","TX","39068",2021,"Cotulla Independent School District",48763099,10725742,5791841,0,5700503,0,0,0,0,64610029,63953962
"15973","TX","39074",2021,"Tarkington Independent School District",20597685,1543786,4508795,0,5054716,0,0,0,101024,21875474,22283673
"15974","OH","59250",2021,"Licking Valley Local School District",36470013,1977116,25344138,0,2130967,1384996,0,0,1494698,25786782,26628393
"15975","NY","56392",2021,"Ticonderoga Central School District",111885772,116225,1120662,0,89357633,0,0,0,61287,28347079,24496983
"15976","OK","147280",2021,"Lone Star Dependent School District No. 8",1687658,1032658,0,0,0,0,0,0,0,7143567,6777480
"15977","ID","1238127",2021,"Mountain Home School District No. 193",14928932,3332734,10333835,1661313,1186433,0,0,0,75930,34877885,33686019
"15978","IL","1265884",2021,"West Harvey Dixmoor School District No. 147",3992242,212242,0,0,0,0,19684689,0,0,18342063,22760212
"15979","OK","148739",2021,"Middleberg School District No. C-096",1876453,157948,0,0,0,0,0,0,0,2748717,2733460
"15980","OH","37006",2021,"Barnesville Exempted Village School District",19426589,1738790,14990096,0,1236652,818115,0,0,1008615,17670668,16910214
"15981","OK","147496",2021,"Pittsburg School District No. 1-63",574925,174925,0,0,0,0,0,0,0,2394585,2318031
"15982","TX","38983",2021,"Crosby Independent School District",201632456,8678497,18935911,0,16734102,0,0,0,405265,74613642,83527079
"15983","WI","54064",2021,"Chequamegon School District",3081003,1182074,0,2109374,1540196,0,0,0,358733,12310427,12748806
"15984","OK","148753",2021,"Nowata School District No. 1-040",5361362,270674,0,0,0,0,0,0,0,8498776,8576019
"15985","WA","48970",2021,"Orting School District No. 344",509801,509801,1679239,7357756,0,0,0,0,711489,40681359,42344484
"15986","PA","151284",2021,"School District of the City of Eire",526557200,43409544,245407256,0,94740959,0,0,0,6626420,192476298,231878224
"15987","WV","59278",2021,"Webster County Board of Education",1513608,1100184,132091,0,221198,0,0,0,0,14792648,15686551
"15988","SC","38343",2021,"Greenwood County School District No. 51",26127491,716271,12936595,0,11166625,0,0,0,0,12954234,12934853
"15989","AL","46876",2021,"Gadsden City Board of Education",110703715,4994535,53141000,0,29556319,0,0,0,0,62681349,62499869
"15990","FL","32411",2021,"Nassau County District School Board",102437287,4742538,80076030,0,4503333,0,0,0,5407247,132653697,145349585
"15991","AZ","45923",2021,"Benson Unified School District No. 9",18101105,785482,11250109,0,0,0,0,0,264029,14955116,14633420
"15992","AZ","30583",2021,"Blue Ridge Unified School District No. 32",39570838,883880,15734213,0,0,0,0,0,372427,22815393,24059901
"15993","AZ","30535",2021,"Alhambra Elementary School District No. 68",172138457,10975587,104976187,0,0,0,0,0,2101189,127976136,133496684
"15994","AZ","44818",2021,"Dysart Unified School District No. 89",352969178,21365047,190721779,0,0,0,0,0,2601881,253857393,255849655
"15995","AZ","30536",2021,"Avondale Elementary School District No. 44",89766299,3103180,46679378,0,0,0,0,0,1426955,60094345,60148818
"15996","AZ","42671",2021,"Creighton Elementary School District No. 14",111282158,2102391,51891195,0,0,0,0,0,4164403,64341806,69885202
"15997","MS","81558",2021,"Hancock County School District",97263260,2857556,63800338,0,3295896,0,0,0,224470,49122897,50606908
"15998","FL","32385",2021,"Flagler County District School Board",150012644,6237326,88319004,0,3270494,0,0,0,5310772,151362927,152163969
"15999","TX","46785",2021,"Florence Independent School District",22963601,1452275,3746696,0,5089476,0,0,0,0,16867169,16774308
"16000","FL","32379",2021,"Columbia County District School Board",99659977,4086022,64997021,0,2835067,0,0,0,10521825,109368090,106687041
"16001","CT","94349",2021,"Regional School District No. 9",15391204,1916059,0,1266437,2883557,0,0,0,385800,26801880,29351550
"16002","AZ","49709",2021,"Saddle Mountain Unified School District No. 90",80616364,6604048,16619598,0,0,0,0,0,312260,30007867,30325796
"16003","AZ","30604",2021,"Santa Cruz Valley Unified School District No. 35",50511359,3070571,24496234,0,0,0,0,0,921517,34318103,35453044
"16004","AZ","30564",2021,"Scottsdale Unified School District No. 48",638068772,22637945,204154920,0,885550,823032,0,0,8992145,265910644,270091718
"16005","AZ","30563",2021,"Roosevelt Elementary School District No. 66",212931613,8038464,86769480,0,0,0,0,0,4769289,112646554,130316184
"16006","AZ","44599",2021,"Theodore Roosevelt Boarding School",43122,23460,0,0,0,0,0,0,19662,2727915,6121552
"16007","AZ","30569",2021,"Tolleson Union High School District No. 214",307590518,18017691,96879504,0,0,0,0,0,2104333,141149934,154180212
"16008","AZ","30567",2021,"Tempe Union High School District No. 213",212393564,5632158,119099033,0,523730,490939,0,0,2771088,141398860,145382026
"16009","OK","149538",2021,"Sasakwa School District No. 1-10",334310,64310,0,0,0,0,0,0,0,2825792,2840649
"16010","AZ","44798",2021,"Wilson Elementary School District No. 7",16737783,923181,12038466,0,0,0,0,0,209249,14851807,15018442
"16011","AZ","44847",2021,"Union Elementary School District No. 62",22114999,958168,12934247,0,0,0,0,0,137523,18184237,17343681
"16012","OK","149550",2021,"Valliant School District No. 1-11",2462902,809415,0,0,0,0,0,0,0,9160468,8412008
"16013","OK","147463",2021,"Osage Hills School District No. C-003",213478,128478,0,0,0,0,0,0,0,1917970,1869630
"16014","IL","33074",2021,"Southwestern Community Unit School District No. 9",8620127,180692,0,0,0,0,0,0,0,22059905,23329678
"16015","WY","230896",2021,"Uinta County School District No. 4",9741119,388088,9189493,0,0,0,0,0,163538,15271688,15950580
"16016","WY","230844",2021,"Big Horn County School District No. 4",4378366,186910,4168421,0,0,0,40806407,0,23035,8265011,9753545
"16017","WY","230881",2021,"Sheridan Economic and Educational Development Authority Joint Powers Board",3328619,1817858,0,0,0,0,0,0,0,886519,4049643
"16018","WY","230849",2021,"Carbon County School District No. 2",9758547,795369,8947082,0,0,0,0,0,0,17771204,17145659
"16019","MN","282307",2021,"Independent School District No. 2854",22304394,1399400,5174026,0,1046480,0,0,0,0,10170610,10487285
"16020","MN","282332",2021,"Independent School District No. 2180",51952492,1670311,6482079,0,535767,0,0,0,0,13519478,15174490
"16021","MN","282331",2021,"Independent School District No. 2190 Yellow Medicine East",12963337,2360935,5004405,0,825318,0,0,0,0,11296272,11905978
"16022","MN","282305",2021,"Independent School District No. 2805",64032397,5387333,920341,0,9076847,0,0,0,53498,19700603,21329037
"16023","MN","282306",2021,"Independent School District No. 2835",11672625,1131224,5831689,0,556883,0,0,0,58002,10811203,10892584
"16024","MN","282330",2021,"Independent School District No. 99",18275896,1888335,9019253,0,0,864709,0,0,31415,15106702,15939711
"16025","NY","282566",2021,"Tupper Lake Central School District",94858145,608957,1032728,0,80857000,0,0,0,449888,22503834,20104710
"16026","MN","282261",2021,"Independent School District No. 2907 Brewster",5670781,450148,2382989,0,0,0,0,0,0,5821981,6497098
"16027","MO","282409",2021,"Couch R-1 School District",0,0,0,0,0,0,0,0,0,2228747,2815069
"16028","MO","282414",2021,"Grandview R-2 School District",0,0,6423594,0,0,0,0,0,61164,9474995,9573318
"16029","IL","282121",2021,"Dakota School District No. 201",12392129,182529,461647,176887,0,0,0,0,0,16470404,14738251
"16030","PA","95696",2021,"Berks Career and Technology Center",32185833,2325699,27475000,0,2035747,0,0,0,349387,20133409,21299944
"16031","TX","95781",2021,"Ingleside Independent School District",56887278,2160291,6050062,0,6241810,0,0,0,0,32915919,35171408
"16032","TX","95784",2021,"North Lamar Independent School District",17228604,2437884,6139485,0,7594552,0,0,0,101575,30283921,29929098
"16033","KS","282190",2021,"Unified School District No. 315",0,0,8069612,0,0,0,0,0,28000,17448379,17616989
"16034","MN","282262",2021,"Independent School District No. 203",29217728,391731,5078997,0,928864,0,0,0,160132,9920162,10980350
"16035","MN","282264",2021,"Independent School District No. 146",38444896,3604661,6611808,0,285794,0,0,0,42216,12191957,13681303
"16036","NJ","282486",2021,"New Providence School District",29162579,1800560,8562621,0,0,0,0,0,390963,56771896,58012028
"16037","MO","282422",2021,"Kirbyville R-6 School District",0,0,2663239,0,0,0,0,0,0,4390638,5224150
"16038","MO","282410",2021,"Dent-Phelps R-3 School District",0,0,2520372,0,0,0,0,0,0,3723530,3868892
"16039","MO","282417",2021,"Jasper R-5 School District",0,0,0,0,0,0,0,0,53700,5357985,5436739
"16040","KS","282189",2021,"Unified School District No. 504",0,0,5289306,0,0,0,0,0,0,10559586,10730333
"16041","MN","282296",2021,"Independent School District 2364 - Bbe",30296793,2962325,5177779,0,253714,0,0,0,85165,10175253,12923253
"16042","IA","282171",2021,"Lisbon Community School District",17353192,913331,4175186,0,516581,0,0,0,22154,12051827,12236324
"16043","AZ","281965",2021,"Bagdad Unified School District No. 20",5900627,53743,5658841,0,0,0,0,0,188043,7287193,7482881
"16044","KS","282192",2021,"Unified School District No. 286",0,0,2951488,0,0,0,0,0,0,7752429,7968585
"16045","MN","282297",2021,"Independent School District No. 2172",27810832,1067801,5859187,0,696434,0,0,0,0,11553860,12368024
"16046","MN","282298",2021,"Independent School District No. 2898",4927888,480732,4156400,0,112017,0,0,0,0,7082558,7660095
"16047","MN","282335",2021,"Watertown-Mayer Schools Independent School District No. 111",69040308,5343893,11794615,0,641658,0,0,0,195458,23791629,27037758
"16048","MN","282263",2021,"Belle Plaine Independent School District No. 716",30686374,2440458,10765590,0,759317,0,0,0,0,19409812,24203075
"16049","MN","282308",2021,"Independent School District No. 2903",11113399,552124,4814911,0,557585,0,0,0,322346,8236217,8495982
"16050","MO","282423",2021,"Lakeland R-3 School District",0,0,0,0,0,0,0,0,0,4876565,5416488
"16051","MO","282413",2021,"Fayette R-3 School District",3739383,0,0,0,0,0,0,0,24383,6445249,8004462
"16052","IL","282122",2021,"Proviso Township High School District No. 209",120633453,11273634,2885645,8320677,31014405,0,0,0,0,105015250,123528588
"16053","MN","282299",2021,"Independent School District No. 2170",13910073,1516349,8961631,0,1435970,0,0,0,53024,14873533,16156300
"16054","MN","282309",2021,"Independent School District No. 473",5551736,623167,4003372,0,192017,0,0,0,25196,7288177,6836518
"16055","MN","282311",2021,"Independent School District No. 548",47436131,1440746,6758603,0,421054,0,0,0,0,13726050,15018001
"16056","MN","282312",2021,"Independent School District No. 549",56109305,2362817,12193574,0,1738565,0,0,0,129065,23854171,24395178
"16057","MO","282424",2021,"Marceline R-5 School District",6922493,36919,0,0,0,0,0,0,0,8062076,8481071
"16058","NJ","282490",2021,"East Rutherford Board of Education",16060213,2814514,3141165,0,0,0,0,0,57173,22337636,26087847
"16059","MN","282334",2021,"Independent School District No. 682",63488266,2026831,9251753,0,424464,0,0,0,85825,17721082,17245414
"16060","NJ","282488",2021,"Jamesburg Public School District",2550286,557092,1000208,0,0,0,0,0,270458,20847399,23225984
"16061","MN","282266",2021,"Independent School District No. 879",95308967,3842896,19339027,0,3859261,0,0,0,51564,37951749,37307607
"16062","MN","282302",2021,"Independent School District No. 2311",6979806,495319,3605430,0,146668,0,0,0,11529,7397010,8601471
"16063","MN","282267",2021,"Blooming Prairie Public Schools",15830542,303161,6163354,0,1376543,0,0,0,152962,11765615,11443936
"16064","MN","282268",2021,"Independent School District No. 738",25470645,1489348,7358623,0,1634039,0,0,0,49998,13849834,15330669
"16065","MO","282425",2021,"Meadow Heights R-2 School District",0,0,0,0,0,0,0,0,0,5270270,6141746
"16066","MN","282304",2021,"Independent School District No. 2397",16672782,1661153,7272019,0,1170255,0,0,0,50087,13924149,14581363
"16067","OK","282676",2021,"Dahlonegah School District No. CO29",179663,179663,0,0,0,0,0,0,0,3607895,4074030
"16068","MN","282300",2021,"Independent School District No. 2534",6806238,872797,4730125,0,1164692,0,0,0,12374,9330058,9889692
"16069","MN","282269",2021,"Independent School District No. 787",17311682,1157941,4426362,0,373308,0,0,0,102971,9231311,8783144
"16070","MN","282270",2021,"Independent School District No. 858",42613089,3485643,8153993,0,346489,0,0,0,0,13246682,14769946
"16071","MN","282339",2021,"Independent School District No. 2580",30226615,1259298,6072692,0,343557,0,0,0,83298,12393739,14072403
"16072","MN","282271",2021,"Independent School District No. 308",8138991,691401,4822843,0,315845,0,0,0,41652,7876777,8178255
"16073","MN","282273",2021,"Independent School District No. 741",30395585,2855246,8189847,0,1729900,0,0,0,0,15526294,14660768
"16074","MN","282274",2021,"Independent School District No. 743",17489518,1662366,9177684,0,2232544,0,0,0,268948,15898246,16203223
"16075","MO","282428",2021,"Montgomery County R-2 School District",0,0,10877242,0,0,0,0,0,0,17934295,21218315
"16076","MN","282272",2021,"Independent School District No. 32",10844773,1108801,5409122,0,402936,0,0,0,0,10168413,10560953
"16077","MN","282318",2021,"Independent School District No. 601",24019094,1021344,5699313,0,402284,0,0,0,0,10547455,10884884
"16078","MN","282340",2021,"Independent School District No. 2856",6250384,490659,2841785,0,254587,0,0,0,0,6312313,6459466
"16079","OK","282678",2021,"Cave Springs School District No. 1-30",481529,337588,0,0,0,0,0,0,0,2507251,2493958
"16080","MA","282215",2021,"Freetown-Lakeville Regional School Districct",101456865,2980254,8670370,0,81821838,0,0,0,486000,58169825,53962987
"16081","MN","282279",2021,"Independent School District No. 299",18675139,346704,6056423,0,668892,0,0,0,51597,10434687,13269639
"16082","IL","1238176",2021,"Downers Grove Grade School District No. 58",69223792,7321189,7440591,0,40999089,0,0,0,140759,104406932,109565940
"16083","MN","282276",2021,"Independent School District No. 492",113571123,7071331,47602294,0,13520233,0,0,0,1034725,88219247,82275118
"16084","MN","282343",2021,"Independent School District No. 294",25293370,8116216,11332095,0,1329987,0,0,0,33504,31820606,31832153
"16085","MN","282344",2021,"Independent School District No. 463",28136626,1514826,6870936,0,602702,0,0,0,110564,13294311,14082935
"16086","MO","282431",2021,"New Haven School District No. 138",0,0,0,0,0,0,0,0,0,7031763,8023825
"16087","MA","282216",2021,"Hampshire Regional School District",21875589,1281936,3676903,0,16500109,0,0,0,410048,20767963,20724027
"16088","IN","74670",2021,"School City of Hammond",0,0,0,0,0,0,0,0,0,296569711,289544164
"16089","IN","74689",2021,"Washington Community Schools, Inc.",0,0,0,0,0,0,0,0,0,38339070,42009865
"16090","KS","74757",2021,"Unified School District No. 405",0,0,12280868,0,0,0,0,0,0,21549290,22058450
"16091","LA","75122",2021,"City of Bogalusa School Board",67861067,1372260,25581474,0,34346585,0,0,0,560748,30640507,32794130
"16092","OK","149563",2021,"Cameron School District No. 1-017",273229,230887,0,0,0,0,0,0,0,15396701,24590974
"16093","MT","43164",2021,"Great Divide Education Services",643642,0,566418,0,58127,0,0,0,19097,1320576,1454458
"16094","CA","146632",2021,"Savanna School District",72334670,1779760,27562919,0,2237401,0,0,0,21672,34466780,35663981
