"","state","id","year","name","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues"
"22066","AR","1027279",2022,"Lamar School District No. 39",123528,123528,6355201,NA,NA,NA,8649928,8649928,NA,17288323,18015996
"22067","WI","230820",2022,"Valders Area School District",12167508,942096,0,3158676,5028446,0,26239800,5924112,28313,15485465,16485263
"22068","AR","1027282",2022,"Lonoke School District No. 1",243848,243848,8602964,NA,NA,NA,12830059,12815059,NA,23619427,21919348
"22069","AR","1027281",2022,"Lakeside School District No. 1",3841803,3841803,5371046,NA,NA,NA,18040601,12575729,NA,16410065,17227080
"22070","WI","230830",2022,"Wild Rose School District",19217991,18441398,0,1674357,720785,0,36893482,25007260,55808,8946315,9619851
"22071","AR","1027295",2022,"Mt. Vernon-Enola School District No. 41",10543,10543,2503511,0,0,0,3258017,3258017,0,6327928,6779905
"22072","WI","230821",2022,"Washburn School District",3569874,1357824,0,2004981,969753,0,10381129,2933920,0,10338772,10288250
"22073","MN","167805",2022,"Independent School District No. 2752",50321975,3447060,8616417,0,1838380,0,53008993,21984273,77969,26336201,29488324
"22074","WI","230815",2022,"Three Lakes School District",4340444,400306,0,2445939,3900471,0,14820678,6590635,39667,11259472,12138372
"22075","AR","1027309",2022,"Newport School District",666569,666569,5951671,0,0,0,7554828,7166827,0,18461901,18597773
"22076","WI","230796",2022,"School District of Turtle Lake",986972,820003,0,1405812,0,0,11489814,5439257,104241,7825507,8894814
"22077","AZ","1237739",2022,"Superior Unified School District No. 15",3426321,68046,2296794,0,3553,82923,10842396,2055644,60234,4957544,5858133
"22078","AZ","1237756",2022,"Legacy Traditional School - West Surprise",27159503,907011,0,0,0,0,26184495,2637882,0,10085461,10823535
"22079","WI","230800",2022,"West De Pere School District",88498986,5684687,0,9527859,7399846,0,156741215,27900646,384470,52098441,61376014
"22080","AZ","1027345",2022,"Buckeye Union High School District No. 201",108904416,3735588,28886000,0,1922754,0,176424659,38533559,564297,63767397,67749658
"22081","AR","1027296",2022,"Mena School District No. 23",693991,693991,7799111,NA,NA,NA,12208405,11168215,NA,23980675,25320915
"22082","AR","1027315",2022,"Pangburn School District",216240,216240,4252037,NA,NA,NA,2608363,2608363,NA,11330507,11382525
"22083","AR","1027307",2022,"Nettleton School District",527173,527173,20028440,NA,NA,NA,23444958,23444958,NA,49263748,59281858
"22084","AZ","1027340",2022,"Balsz Elementary School District No. 31",46333664,1869845,15365409,0,0,0,92738691,25757239,450494,35566236,38707691
"22085","AR","1027317",2022,"Paragould School District No. 1",298412,298412,15659546,0,0,0,13335528,13335528,0,41181510,45178871
"22086","MN","167876",2022,"Independent School District No. 861",51933968,5690256,16665926,0,3741417,0,69410196,42402801,185018,45986577,49831023
"22087","MT","35403",2022,"Bozeman School District No. 7",244308319,3431942,54496888,0,4539517,0,304068967,48733906,4592406,103445249,110341161
"22088","NE","35469",2022,"Educational Service Unit No. 10",10489,10489,0,0,0,0,7890601,7890601,0,13079609,14258095
"22089","NH","35585",2022,"Hudson School District",59086042,3527228,34547145,0,11437345,0,57386254,10663320,2232220,57936952,60973408
"22090","PA","228579",2022,"Berlin Brothersvalley School District",22731636,1736054,14986000,0,2020000,0,17891173,5744390,369548,12355380,13624772
"22091","PA","228576",2022,"Bensalem Township School District",308712950,22258506,171207000,0,13761167,0,159706933,55525655,7316514,150989523,168109376
"22092","PA","228577",2022,"Benton Area School District",30632661,2021949,16258000,0,4730720,0,15852864,4146846,21992,14427853,15164700
"22093","NJ","35651",2022,"East Orange Board of Education",129594696,28830372,42014606,0,0,0,345033501,42751801,1866507,292223878,298095444
"22094","PA","228590",2022,"Bristol Township School District",388778931,25491099,145505000,0,16403692,0,276501407,86156303,1426583,141072237,161856528
"22095","AZ","1027353",2022,"Glendale Union High School District No. 205",323169218,14657834,107509161,0,22188387,0,365815750,133135221,6590092,202184023,225853605
"22096","AZ","1027342",2022,"Amphitheater Unified School District No. 10",173229970,9463046,85976057,0,0,0,305540363,82426325,2760753,150149432,163974930
"22097","AZ","1027344",2022,"Buckeye Elementary School District No. 33",103317497,3043541,32365354,0,0,0,149037936,28341307,1440315,64106690,70075349
"22098","PA","228595",2022,"Cameron County School District",21901864,1754030,12276000,0,1956764,0,11734807,5035211,73815,12974057,14289996
"22099","PA","228648",2022,"Derry Township School District",130261504,9021986,84454000,0,13272391,0,143403607,28208974,1333023,66595740,64791983
"22100","PA","228739",2022,"Juniata Valley School District",23026135,1349726,12474462,0,1895837,0,20690395,7899816,342110,12433543,14508475
"22101","PA","228704",2022,"Greenwood School District",22717883,1317559,15971000,0,1794089,0,20632773,5839373,684369,13586881,15735859
"22102","PA","228594",2022,"California Area School District",28377469,1873801,15889000,0,1239881,0,14203580,6283089,261253,15240815,19053840
"22103","PA","228679",2022,"Fort Cherry School District",39378962,2402302,22089002,0,4341831,0,21770703,11704284,315827,19538020,21482360
"22104","PA","228731",2022,"Jamestown Area School District",15780737,1101491,10838977,0,1480434,0,13884422,5705028,60003,9535813,10792603
"22105","PA","228790",2022,"Millcreek Township School District",303170884,19168503,128548621,0,18989939,0,225025640,115773218,3619755,111084620,118670045
"22106","PA","228706",2022,"Hampton Township School District",160884355,12053301,76078000,0,5452483,0,82837330,26525009,964622,55662681,58726912
"22107","PA","228784",2022,"Mercer Area School District",39497598,3347582,19789344,0,1140010,0,22964094,4296119,286723,17964224,20472860
"22108","PA","228769",2022,"Manheim Township School District",298890292,18038849,119106000,0,15031013,0,267041777,36749585,1447022,101598678,113267603
"22109","PA","228802",2022,"New Hope-Solebury School District",99882932,3498695,55016000,0,4393287,0,92030911,24009758,648692,40562432,48277265
"22110","PA","228816",2022,"Old Forge School District",41636631,2977342,16792000,0,3149867,0,21272982,4653035,199753,18239201,18298401
"22111","PA","228817",2022,"Oswayo Valley School District",10648180,808444,8786000,0,1009631,0,8025460,4254963,4105,8543340,9492593
"22112","PA","228792",2022,"Millersburg Area School District",35639848,2591184,16956000,0,1894648,0,33048587,16900302,378836,15143595,16412681
"22113","PA","228665",2022,"Fannett-Metal School District",10765105,767777,9074000,0,751563,0,9757515,5257611,171765,8234714,10946815
"22114","PA","228736",2022,"Johnsonburg Area School District",15051570,1087046,12645000,0,1259131,0,14619149,7502355,60393,9610003,12010197
"22115","PA","228796",2022,"Montgomery Intermediate Unit County",174096313,24920772,127851000,0,7387000,60806,122410402,75120347,1945141,144800036,155796173
"22116","PA","228832",2022,"Peters Township School District",268717767,14921976,92583000,0,14578221,0,180176173,28883099,3339527,70672928,76578168
"22117","PA","228624",2022,"Commodore Perry School District",19856751,1523861,12193849,0,2463118,0,15944405,8739256,59793,10034438,11435705
"22118","GA","197170",2022,"Early County Board of Education",25533827,3655720,8392211,0,13485896,0,36048967,10672694,0,26365958,29798421
"22119","IL","65556",2022,"Fieldcrest Community Unit District No. 6",34510000,0,473030,1285416,0,0,94481899,24286656,0,35099975,20104218
"22120","GA","197167",2022,"Bleckley County Board of Education",49994509,5151360,10210252,0,14186434,0,76805084,15654572,0,31291190,38962606
"22121","PA","228834",2022,"Philipsburg-Osceola Area School District",75214774,2500875,37033000,0,5657031,0,53561638,8358804,962751,34940045,37922778
"22122","OH","197150",2022,"New Richmond Exempted Village School District",23212805,2452643,15782419,0,2257967,1871414,48943569,14722408,2719776,27163711,35794650
"22123","GA","197175",2022,"Seminole County Board of Education",17515787,2236536,5169866,0,10109386,0,29125333,14583816,0,18703710,23347182
"22124","NJ","197278",2022,"Passaic County Technical-Vocational Schools",28068449,10104163,14210504,0,0,0,127256409,31713034,2022929,115208827,126146443
"22125","MI","197247",2022,"Ravenna Public Schools",52311039,1428983,13315935,0,845740,0,32757878,13030212,51715,13025412,15658946
"22126","MN","197253",2022,"Mora Independent School District No. 332",99971500,9977612,8437482,0,1249901,0,115166629,47364815,46621,23093870,27189394
"22127","MO","197261",2022,"Van-Far R-1 School District",0,0,0,0,0,0,4603430,4603430,0,7855176,7909906
"22128","OH","197289",2022,"Delphos City School District",8556282,1529142,5756720,0,564449,772018,15958411,10132846,705971,10643620,14755919
"22129","PA","228848",2022,"Ridgway Area School District",31934787,3320750,17121000,0,1757470,0,26386405,2793623,569252,14472448,15743709
"22130","PA","228845",2022,"Radnor Township School District",262544702,16027870,129529616,0,11138709,0,175282974,72377367,695970,97143141,110180415
"22131","PA","228850",2022,"Riverview School District",58831336,3285896,27590000,0,4866313,0,42910366,19775598,44180,23657182,27138700
"22132","TX","65843",2022,"Boles Independent School District",7086510,971674,781467,0,1811387,0,11186189,5563614,0,9327354,10691500
"22133","MT","1033258",2022,"Shepherd Public School District No. 37",18207408,51550,5275830,0,0,0,22058911,4709536,239167,10745293,12017865
"22134","PA","228853",2022,"Rockwood Area School District",17077031,1306230,13713000,0,1683000,0,11937177,8148937,96475,11585134,13385977
"22135","PA","228870",2022,"Southern Fulton School District",23176256,1324314,14247000,0,2748002,0,23702487,6050503,155387,13938235,14860653
"22136","PA","228915",2022,"Williamsburg Community School District",15570976,1066790,7388634,0,1329014,0,15326880,5021950,337115,8292575,9517727
"22137","PA","228910",2022,"Westerm Wayne School District",86029676,8661982,55386000,0,5065908,0,59824241,21571318,1547693,47794601,50769712
"22138","SC","228967",2022,"Florence County School District No. 4",14595749,1089444,6192371,0,7313934,0,13012037,5701860,0,11492863,11876690
"22139","SD","229020",2022,"Elk-Point Jefferson School District No. 61-7",700144,647277,0,1225518,44532,0,18813540,6442272,8335,7654365,8531598
"22140","SC","228983",2022,"Newberry County School District",215837536,9476444,73013856,0,86399126,0,159097392,50169935,943942,87150352,93375273
"22141","SC","228990",2022,"Rock Hill School District No. 3",640948039,20176911,207311597,0,249042121,0,421563553,128863696,799524,256429435,263973665
"22142","SC","228963",2022,"Denmark-Olar School District No. 2",54250771,2256172,6215472,0,8170451,0,54864033,12129936,79906,13880546,12954222
"22143","SD","229035",2022,"Tri-Valley School District No. 49-6",72529170,2498712,0,1786349,1087916,0,90782820,68302654,0,13335580,13298951
"22144","SD","229025",2022,"Kimball School District No. 7-2",3178163,380612,0,688419,0,0,14080579,6417652,32551,4273764,5097588
"22145","SD","38414",2022,"Andes Central School District No. 11-1",9145653,1182056,0,1097088,0,0,33634730,10805725,0,7811632,8038453
"22146","SD","229029",2022,"Parkston School District No. 33-3",1712137,788137,0,1095740,0,0,14758857,5877703,0,6244971,6898283
"22147","SD","229039",2022,"Webster Area School District No. 18-5",12604500,485709,0,888569,26704,0,26641785,18682698,0,6608611,7868576
"22148","SD","229030",2022,"Platte-Geddes School District No. 11-5",5577730,588475,0,1096184,0,0,24166110,14884617,31831,6501634,7738860
"22149","SD","229038",2022,"Watertown School District No. 14-4",41980417,10342719,0,11698510,1941788,0,156575406,42694333,0,90487762,99854105
"22150","PA","228886",2022,"Tri-Valley School District",35841450,2726552,15684000,0,3508785,0,28717024,10557544,255830,13606980,15852421
"22151","PA","228891",2022,"Union Area School District",22555195,2671657,15355000,0,3987000,0,10060266,7789244,398246,13150774,13866077
"22152","CO","1034695",2022,"Platte Valley School District RE-7",55443522,2082932,16639529,0,805026,0,83041678,32558744,56953,13383350,21447302
"22153","CO","1034698",2022,"Huerfano School District No. RE-1",28025925,1375483,8127032,0,393167,0,35424351,23361828,0,1436606,6792713
"22154","CO","1034699",2022,"Peyton School District 23JT",11045205,1607311,7574915,0,366477,0,11262121,4468060,165730,5522559,8357998
"22155","TX","229757",2022,"Gonzales Independent School District",39148304,4852026,3415323,0,7963880,0,65862420,23217825,0,32865402,35312070
"22156","RI","43023",2022,"Exeter-West Greenwich Regional School District",38129891,4359832,17502420,0,2995808,0,35604957,15167198,331647,34270374,38828020
"22157","TX","229512",2022,"Alto Independent School District",18355429,867552,954744,0,2201414,0,25930837,5301215,0,11132414,12633880
"22158","TX","229700",2022,"Brooks County Independent School District",39233514,2215334,2708615,0,5505855,0,54224637,15924800,157865,23247567,27906390
"22159","TX","229846",2022,"Keller Independent School District",1182145430,58398891,50826036,0,96246773,0,1127136979,314417561,969781,414806745,437962970
"22160","TX","229938",2022,"Milano Independent School District",8931423,389667,681509,0,1532112,0,10263086,2861183,0,6972278,7378896
"22161","PA","38031",2022,"School District of Lancaster",547912798,46094353,267608000,0,42278264,0,320123798,69289183,4872474,253961312,256837064
"22162","TX","229944",2022,"Monahans-Wickett-Pyote Independent School District",149942275,6538188,2923096,0,6941336,0,214471550,82235933,0,43631932,41342814
"22163","PA","51621",2022,"Wyomissing Area School District",108413893,7391952,47297000,0,5333625,0,92652770,33628296,511955,37600384,42720918
"22164","TX","229977",2022,"Overton Independent School District",14144998,551955,981630,0,2948879,0,14252565,2702583,0,8069602,8130946
"22165","TX","230011",2022,"Quinlan Independent School District",24816969,2926868,3432198,0,7791703,0,54776795,26604683,0,30188696,36252627
"22166","TX","230083",2022,"S and S Consolidated Independent School District",30828044,786686,1231214,0,2940485,0,44117182,11170234,0,15000511,16016613
"22167","NY","36350",2022,"Carmelcentral School District",373513002,11732756,0,59892672,317402832,0,157868487,33142010,6405490,151014593,139581008
"22168","NY","36389",2022,"Bath Central School District",127251794,2412658,0,12719031,92217872,0,115123149,16235534,805999,36523959,42115237
"22169","CO","1237850",2022,"Durango School District 9-R",205008532,13496890,58106128,0,2811193,0,240478568,15451523,1343381,56825152,87720704
"22170","CO","1237856",2022,"Plateau Valley School District No. 50",7217099,767423,5362614,0,259445,0,12806509,7224367,11943,3658644,6249284
"22171","NC","36567",2022,"Granville County Board of Education",83687153,1385435,11571175,0,66995433,35652,104179010,18962652,3661547,82469018,95801632
"22172","NC","36586",2022,"Mooresville Graded School District",101741937,7209913,10721752,0,62169880,33006,107084629,30455631,4509963,64595141,92551742
"22173","CO","1237862",2022,"City and County of Denver School District No. 1",3663304330,161782476,4035111,0,26552730,0,3150266611,1286401683,18192456,1406365102,1692905784
"22174","CO","1237864",2022,"Strasburg School District 31J",43455968,4810400,10232548,0,495053,0,53091368,20721446,103446,9462277,17473062
"22175","OK","197314",2022,"Norman Independent School District No. 29",283480381,13694366,83427520,0,0,2079973,419176735,86150409,1666854,171021799,199144675
"22176","OK","197322",2022,"Roland School District No. 1-5",8179734,63984,0,0,0,0,9265341,1149591,0,11226838,10944151
"22177","OK","197328",2022,"Tishomingo School District No. 1-20",26179682,330421,0,0,0,0,32693728,6844467,0,10236834,13412311
"22178","OR","197340",2022,"High Desert Education Service District",29554323,2675725,14519052,0,843715,362845,21454284,11167963,0,46129684,47806492
"22179","OK","197318",2022,"Ponca City School District No. 1-71",64817729,7045799,0,0,0,0,87626090,33324425,0,63062053,59306683
"22180","CO","1237870",2022,"West Grand School District 1-JT",11350788,667955,6075619,0,293941,0,17350307,5563008,110771,5158861,9087978
"22181","OR","197353",2022,"South Lane School District No. 45J3",104072868,2445043,11791770,0,721249,372770,81059000,11088663,278626,49497343,51350434
"22182","OR","197354",2022,"Tillamook School District No. 9",38380476,1060387,8691448,0,1389607,211154,39837395,17942723,34057,33542106,35247815
"22183","OR","197358",2022,"Willamette Education Service District",40561716,4718506,14596041,0,971422,480945,33019115,15330731,58548,91157856,92589018
"22184","PA","197364",2022,"Delaware County Technical Schools",29781861,3986949,16464000,0,957000,711955,40410780,13365974,198585,16984660,19852816
"22185","PA","37914",2022,"Seneca Valley School District",386418652,25942109,176010000,0,58412510,0,260947754,113859406,1240716,140938434,154603562
"22186","SC","197398",2022,"Orangeburg County School District",433814564,17191583,159728075,0,188239890,0,213908969,74820180,1596081,187164460,196525341
"22187","PA","37978",2022,"Saint Marys Area School District",50189729,4664680,36294149,0,3588050,0,35481086,14017385,494613,30442973,31960179
"22188","WI","1034891",2022,"School District of Cambridge",9383151,1295098,79765,3117356,1407574,0,29922072,6675603,118309,14991853,15685262
"22189","SC","38350",2022,"Laurens County School District No. 56",112534082,4016485,35282807,0,42600064,0,68449752,18691919,0,45549258,47043735
"22190","TN","197504",2022,"Robertson County Board of Education",0,0,0,0,0,0,4723645,4723645,0,6548136,8341163
"22191","TX","197543",2022,"Canton Independent School District",26195014,1990086,1916737,0,5015889,0,51623555,15201844,0,23209541,28726720
"22192","TX","197556",2022,"Gatesville Independent School District",34907395,3178980,2842123,0,7465718,0,72122308,17313629,0,32011256,32837603
"22193","TX","197575",2022,"Knox City-O'Brien Consolidated Independent School District",2026349,257024,428993,0,1340332,0,7354478,4057339,0,4255395,4729206
"22194","TX","197612",2022,"Van Independent School District",53983634,3928869,2410639,0,6289563,0,70496955,13694047,0,30520222,32616082
"22195","WA","58044",2022,"Burlington-Edison School District No. 100",1257874,1301624,8483374,1691180,0,0,18773167,8365342,1659650,66125366,66693029
"22196","IL","1034923",2022,"Hinsdale Township High School District No. 86",220650055,5692100,4343623,9488152,44857948,0,342020427,183013384,193024,132928962,143316731
"22197","TX","197577",2022,"Laredo Independent School District",530761002,84476972,38466646,0,78218970,0,730779560,311475804,4192444,310346241,330802666
"22198","UT","197633",2022,"Salt Lake City Open Classroom",12684,12684,0,0,0,0,207379,207379,0,3206857,3237862
"22199","TX","197598",2022,"Southside Independent School District",127140609,5595865,10044734,0,19870840,0,159825644,46296633,179651,98205634,100975414
"22200","IN","197720",2022,"Fort Wayne Community Schools",335515003,47868851,10263875,13914723,11676140,0,700305636,305478215,274200,416667203,481061265
"22201","WI","197693",2022,"Hayward Community School District",108451626,2712601,69084,5788774,1307175,0,152246606,121879124,138776,31651258,32670758
"22202","TX","163560",2022,"Eden Consolidated Independent School District",25525985,1739762,354824,0,973858,0,34947758,5425523,0,4967054,11323586
"22203","MA","34192",2022,"Dennis-Yarmouth Regional School District",162860168,20252014,10480170,0,82834504,0,143579312,42514799,1412000,85123965,114391194
"22204","CA","146578",2022,"Round Valley Joint Elementary School District",1430214,115036,588376,0,0,0,2941027,2159440,0,1442102,1850664
"22205","OK","148619",2022,"Albion Dependent School District No. 2",88781,48781,0,0,0,0,148518,108518,0,878030,902485
"22206","TX","163561",2022,"Edinburg Consolidated Independent School District",361391755,50365118,53884611,0,111059358,0,480593154,217986004,2673436,473329478,502139218
"22207","MN","34891",2022,"Independent School District No. 690",26241499,1208457,6422898,0,282101,0,33192560,5574086,71105,16692577,17315954
"22208","IN","52762",2022,"Western School Corporation",0,0,0,0,0,0,0,0,0,36731519,37860568
"22209","MA","224403",2022,"Gateway Regional School District",17981484,291681,2887517,0,12238525,0,26477132,5069695,326266,18575309,21188505
"22210","TX","163609",2022,"Goose Creek Consolidated Independent School District",937637133,51442640,39901432,0,75609507,0,1086373979,270046572,0,331692938,349625649
"22211","NM","35935",2022,"Hatch Valley Public Schools",28989477,1291269,17921368,0,5490278,0,35553702,3129355,110012,19617753,22357152
"22212","OH","82691",2022,"Caldwell Exempted Village School District",9185339,1824360,5425798,0,768876,655343,22024867,16048531,425719,13021190,13945785
"22213","OH","83083",2022,"Fairlawn Local School District",0,0,3841817,0,715510,411000,10121884,0,0,7904946,9140134
"22214","MT","35407",2022,"Havre Public Schools",26104431,878584,12963842,0,5147841,0,31831617,10489450,925075,22845559,22925066
"22215","WA","89212",2022,"Onalaska School District No. 300",232882,232882,1239381,265208,0,0,2755968,768779,205582,13117755,13109241
"22216","OH","84230",2022,"Ridgemont Local School District",0,0,3449459,0,505654,411215,9291757,0,0,14278298,15415649
"22217","TX","99174",2022,"Ben Bolt-Palito Blanco Independent School District",6486160,601568,646816,0,1799092,0,10034370,2860251,0,7158792,7889479
"22218","FL","165737",2022,"St. Lucie County District School Board",358356946,22521777,119994884,0,8734978,0,822725394,245208843,14789913,502998151,594045724
"22219","MO","45353",2022,"Bayless Consolidated School District",346578,346578,0,0,0,0,15113892,15113892,0,29001404,25641321
"22220","OH","84278",2022,"Russia Local School District",0,0,2968162,0,380214,370877,6729800,0,0,6078297,6512410
"22221","KS","33517",2022,"Olathe Public Schools Unified School District No. 233",1178067296,31150250,268388476,0,29845735,0,970546544,451295070,27972534,526255128,521893597
"22222","MA","224416",2022,"Nashoba Valley Technical High School",15854089,542630,3439271,0,8534073,0,32439017,8293584,413115,18436516,19231144
"22223","MI","161900",2022,"Wayne County Regional Educational Service Agency",170551507,114018510,53023385,0,3343999,0,438919596,422545882,165613,519021926,525259154
"22224","SD","38425",2022,"South Central School District No. 26-5",74758,70858,0,237154,0,0,9039042,4694086,3900,1959021,2713304
"22225","MO","35174",2022,"Warsaw R-9 School District",0,0,0,0,0,0,6306582,6306582,0,16784066,17546361
"22226","FL","32382",2022,"Dixie County District School Board",9259471,526770,6042077,0,684715,0,63605923,4872141,2005909,25526015,25149664
"22227","MA","224419",2022,"Northern Berkshire Vocational Regional School District",15988018,1181554,181433,0,14414182,0,5417925,2533125,210849,13281968,13778720
"22228","TX","163726",2022,"Little Cypress-Mauriceville Consolidated Independent School District",82104019,3388264,3626773,0,9488684,0,114346028,43343066,0,38403901,45185642
"22229","WA","89151",2022,"Mary M Knight School District No 311",1071195,1082277,439480,97268,0,0,9034970,3553748,119145,20150729,22645418
"22230","NJ","42049",2022,"Gloucester County Special Services School District",19685358,2662061,0,0,0,0,53435204,17089351,0,71589592,78427002
"22231","ME","55332",2022,"Regional School Unit No. 50",5246705,406480,102624,0,2566721,0,7613416,2475918,12138,6140773,7497763
"22232","MA","165763",2022,"Cape Cod Regional Technical High School District",82985299,2810932,3353654,0,13271226,0,121946476,7647891,246316,22172497,25754112
"22233","TX","163930",2022,"San Marcos Consolidated Independent School District",285273699,14596426,11533425,0,25318826,0,367317778,96183044,80301,113020509,124655586
"22234","CA","31501",2022,"Fairfield Suisun Unified School District",590499532,63911104,128086000,0,100131411,0,696200922,295214952,1389336,285455817,320928782
"22235","IL","32979",2022,"Arthur Community Unit School District No. 305",0,0,0,0,0,0,30474655,7919175,0,17042148,18280847
"22236","TX","164020",2022,"Uvalde Consolidated Independent School District",35768646,4783540,7038954,0,15933833,0,55150594,15903536,0,59052140,63127705
"22237","IA","165780",2022,"Prairie Lakes Area Education Agency",5607889,3961370,271946,0,1199571,0,14773392,10107421,33277,24144884,27817674
"22238","WA","102479",2022,"Reardan-Edwall School District No. 9",0,2451,413586,1831938,0,0,0,0,239311,12254354,12157328
"22239","FL","68544",2022,"Aventura City of Excellence School",1783762,1653547,0,0,0,0,3474301,1791640,130215,12250466,11216504
"22240","OH","48653",2022,"Cleveland Heights-University Heights City School District",264696178,16237786,63621498,0,7663925,7984096,346607929,163099351,7913855,113900498,146282281
"22241","ME","224478",2022,"Maine School Administrative District No. 20",4841106,563465,139561,0,2596419,0,9043217,1016117,127976,8387956,8475307
"22242","ME","224475",2022,"Maine School Administrative District No. 32",10801793,388941,64866,0,1570728,0,15336122,1102648,0,6053075,6801072
"22243","ME","224476",2022,"Maine School Administrative District No. 45",1269959,189314,91789,0,824435,0,5064472,999564,106802,5511558,5943699
"22244","ME","224486",2022,"Regional School Unit No. 26",20566759,1885036,129751,0,1659352,0,26651522,6683915,61906,17436043,18372755
"22245","OK","166751",2022,"KIPP Tulsa Public School District No. E-005",356545,356545,0,0,0,0,463623,463623,0,6579858,6475110
"22246","MI","161504",2022,"School District of the City of Iron Mountain",18682684,919041,10115154,0,648429,0,27056947,5252175,75860,9682179,12397658
"22247","NE","224533",2022,"Sarpy County School District No. 46",0,0,0,0,0,0,0,0,0,37008152,36013154
"22248","OR","86125",2022,"Junction City School District No. 69",30333818,2156998,5807503,0,818985,249912,33594739,7992213,0,25648587,28579074
"22249","WI","197698",2022,"Medford Area Public School District",6201953,3058982,0,8139879,1981776,0,43080570,14169716,0,38673444,44138993
"22250","WA","39700",2022,"Olympia School District No. 111",1386229,1386229,18915082,3745444,0,0,107875996,107875996,4815230,212254607,214918490
"22251","WI","197695",2022,"Lakeland Union High School District",13356049,1720425,0,3445392,1525587,0,32435410,11449038,524978,17585221,19113049
"22252","WI","197697",2022,"Marshall School District",15145864,757903,22937,3616592,1638127,0,35801621,7279721,26355,17154321,17951528
"22253","WI","197699",2022,"Prairie Du Chien Area School District",18129644,1398061,0,3904787,1074417,0,42107100,9929258,159825,16934539,20669024
"22254","GA","197768",2022,"City of Chickamauga Board of Education",12966179,1478138,4509637,0,6571604,0,36424917,7081089,0,13541589,15632263
"22255","GA","197770",2022,"Glascock County Board of Education",8125584,757925,2564945,0,4802714,0,7067465,3926618,0,8252940,9194298
"22256","GA","197777",2022,"Schley County Board of Education",20281374,2639981,5049230,0,7599667,0,30996387,15328444,0,13812045,18506164
"22257","GA","197767",2022,"Chattahoochee County Board of Education",18897265,1200696,3442214,0,4878313,0,30021447,9164921,30259,11703595,16196083
"22258","GA","197783",2022,"Wilcox County Board of Education",17080028,1518276,4748169,0,7277125,0,45064182,11592839,0,15257862,19032446
"22259","GA","197778",2022,"Treutlen County Board of Education",21422734,2021696,4496239,0,6944510,0,43607843,14968356,40288,14424762,19229780
"22260","FL","198253",2022,"Osceola County District School Board",513854719,31825233,151318672,0,15279565,0,1647382054,425389029,37951973,753198847,935328714
"22261","IL","197785",2022,"Maine Township High School District No. 207",282622538,13216328,6163763,25676555,69870489,0,556121088,298397874,1231993,178202608,208405076
"22262","IA","197786",2022,"Alta-Aurelia Community School District",4199104,1621658,100681,0,578845,0,23259998,11554369,0,12464344,14209214
"22263","IL","197784",2022,"Arlington Heights School District No. 25",92633435,12701893,3519921,4415680,35275714,0,238461393,106404705,228330,102041244,107274327
"22264","SC","41387",2022,"Chester County School District",130995613,7249492,55187512,0,64590470,0,86990708,48655360,248330,74224837,80954334
"22265","NE","197793",2022,"Northwest Public School District No. 82",0,0,0,5590121,0,0,15706691,7399279,0,20625429,21123824
"22266","TX","197845",2022,"Goldthwaite Consolidated Independent School District",24960533,647799,1036108,0,2625264,0,31671740,5602455,0,11255367,11706013
"22267","VT","197885",2022,"Barre Unified Union School District No. 97",9177541,3450148,795230,0,0,0,27596028,10348083,149230,62845082,65599156
"22268","GA","197780",2022,"Turner County Board of Education",16870317,1497255,5545927,0,9827135,0,24258940,9969889,0,16088319,21154565
"22269","GA","198257",2022,"Brantley County Board of Education",40140214,5083166,13680680,0,20672367,0,62927540,25474290,0,39954409,52521122
"22270","GA","198258",2022,"Echols County Board of Education",13238475,1148601,3126737,0,5503252,0,23348523,9810514,0,10339368,13879303
"22271","AR","197765",2022,"White County Central School District No. 48",101243,101243,3627741,NA,NA,NA,11414009,11414009,NA,13988887,20483262
"22272","SC","168830",2022,"Cherokee County School Distirct No. 1",319556149,12406150,104456270,0,116585701,0,208891202,63865303,706662,121766920,127811525
"22273","IA","197948",2022,"Van Buren County Community School District",5012314,2382395,109239,0,677198,0,31133859,18695803,32003,14334169,16516257
"22274","NE","197960",2022,"Deshler School District No. 60",0,0,0,1271557,0,0,3798085,3798085,0,5414783,5643537
"22275","NE","197955",2022,"Ansley School District No. 44",3182,3182,0,1072991,0,0,2575942,2575942,0,4039659,3932283
"22276","NE","197964",2022,"Heartland School District No. 96",0,0,0,1620039,0,0,12493772,12493772,0,5911431,12986746
"22277","NE","197959",2022,"Centennial School District No. 567",0,0,0,2411086,0,0,4102090,4102090,0,11315529,11224027
"22278","NE","197961",2022,"High Plains School District No. 75",0,415000,0,1547906,0,0,6462568,6462568,0,7938764,7541304
"22279","NE","197958",2022,"Potter Dix School District No. 9",0,0,1011439,0,0,0,2890008,2890008,0,4100582,4172150
"22280","NE","197966",2022,"McCool Junction School District No. 83",0,0,0,1266572,0,0,2978049,2978049,0,5345424,5452542
"22281","NE","197963",2022,"Thedford School District No. 1",0,0,0,759960,0,0,1674774,1674774,0,3210069,2797240
"22282","WA","44669",2022,"North Mason School District No. 403",470866,493276,4427514,873473,0,0,10543613,4220716,807330,39580751,39497503
"22283","TN","198023",2022,"Elizabethton City Schools",7419939,1224622,153769,11903313,5937770,0,44311879,11198132,103778,30286031,34943851
