"","state.abb","state.name","id","geo_id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","population","median_hh_income_21"
"20355","AK","Alaska",91930,"0236400",2022,"juneau","General Purpose",324281622,42521206,113627782,NA,NA,82411856,1526142804,75905820,11987083,313107793,337462538,40192234,32255,NA
"20356","IL","Illinois",71888,"1722164",2022,"east peoria","General Purpose",223702901,11964906,42107286,9212214,56343518,NA,280487507,73520882,3980720,48610329,75082545,-85207986,22482,NA
"20357","WA","Washington",89023,"5322045",2022,"enumclaw","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12545,NA
"20358","GA","Georgia",59701,"1335716",2022,"grovetown","General Purpose",27360374,1324054,NA,60027,NA,NA,84852584,25400871,261203,17187407,26685025,18347671,15573,NA
"20359","NC","North Carolina",123221,"3770720",2022,"wallace","General Purpose",7132859,265655,827422,NA,NA,NA,32976488,7602336,180473,9073421,9379956,4791110,3418,NA
"20360","OR","Oregon",85829,"4134250",2022,"hines","General Purpose",6723173,179129,520455,NA,24847,205,12377925,2266099,24737,1512400,2064696,-5326171,1648,NA
"20361","WA","Washington",89303,"5363210",2022,"sedrowoolley","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12426,NA
"20362","IA","Iowa",33329,"1912000",2022,"cedar rapids","General Purpose",744882531,149396390,21548385,NA,16679434,NA,2462563163,704290107,9489643,368715493,490431313,NA,137723,60977
"20363","MO","Missouri",58689,"2926308",2022,"gallatin","General Purpose",5719866,329347,183660,NA,NA,NA,13725360,4015742,NA,3972782,5264692,3328317,1823,NA
"20364","WA","Washington",39558,"5356695",2022,"puyallup","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,42970,NA
"20365","WA","Washington",89160,"5345005",2022,"mercer island","General Purpose",36025020,14257346,2735735,NA,9496481,NA,315704754,99275748,NA,58917807,75800226,56542026,25751,NA
"20366","ME","Maine",33892,"2364675",2022,"saco","General Purpose",41472229,10824195,0,289608,NA,NA,142967702,38833017,NA,87815477,87661966,7104402,20381,NA
"20367","NE","Nebraska",109322,"3132585",2022,"monroe","General Purpose",NA,NA,NA,NA,NA,NA,873029,873029,NA,447614,629913,873029,294,NA
"20368","OH","Ohio",36950,"3948244",2022,"massillon","General Purpose",92206143,19673118,22374693,72237,3086641,1691647,202695546,31298880,NA,41122177,41122177,-3478,32105,NA
"20369","WA","Washington",89135,"5337900",2022,"lake stevens","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,38921,NA
"20370","WA","Washington",39561,"5347560",2022,"mount vernon","General Purpose",48352121,11785883,1782451,NA,447588,NA,281772272,69698243,4227032,63313729,73169802,25328108,35227,NA
"20371","WA","Washington",43962,"5372905",2022,"tumwater","General Purpose",18192431,7515757,1971944,10819741,5902743,NA,388824497,121909356,4143006,57300739,83325144,NA,25591,NA
"20372","WA","Washington",52461,"5335170",2022,"kenmore","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,23914,NA
"20373","WA","Washington",39554,"5372625",2022,"tukwila","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,21790,NA
"20374","WA","Washington",88991,"5317635",2022,"des moines","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,32900,NA
"20375","WA","Washington",88981,"5315290",2022,"covington","General Purpose",18427965,7198065,NA,NA,NA,NA,171127232,50785265,2272197,22234976,50649195,38668913,20770,NA
"20376","WA","Washington",43530,"5355365",2022,"port angeles","General Purpose",74916133,11471619,2604280,9780641,8267569,NA,374941552,228311324,4900572,87856175,102637594,75739465,19960,NA
"20377","WA","Washington",39555,"5362288",2022,"seatac","General Purpose",19636513,13239350,2107904,3721782,1261127,NA,608394817,156309835,NA,63662753,81884276,90853014,31454,NA
"20378","WA","Washington",89020,"5321240",2022,"ellensburg","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,19331,NA
"20379","WA","Washington",88904,"5301990",2022,"anacortes","General Purpose",76660155,9127461,2613225,NA,NA,NA,327432858,56714265,2586103,62684593,62684593,38601104,17637,NA
"20380","WA","Washington",89150,"5343150",2022,"maple valley","General Purpose",15844334,9297364,830938,1446388,NA,NA,410253736,35208332,762647,31556932,29337327,9063037,28013,NA
"20381","WA","Washington",89415,"5376405",2022,"washougal","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,17036,NA
"20382","WA","Washington",89047,"5327925",2022,"grandview","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10901,NA
"20383","WA","Washington",89017,"5320645",2022,"edgewood","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12329,NA
"20384","WA","Washington",88902,"5300905",2022,"airway heights","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10759,NA
"20385","WA","Washington",89042,"5326735",2022,"gig harbor","General Purpose",28738116,5099380,1134148,3769369,1556068,NA,240875439,64590741,NA,27258950,27258950,38139401,12036,NA
"20386","WA","Washington",50490,"5368435",2022,"sumner","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,10615,NA
"20387","WA","Washington",89143,"5339335",2022,"liberty lake","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,12001,NA
"20388","NE","Nebraska",81873,"3138295",2022,"papillion","General Purpose",164369093,52429207,NA,NA,NA,NA,454262214,54686309,4563381,61757726,68567656,108827905,24160,NA
"20389","TX","Texas",38685,"4857200",2022,"pharr","General Purpose",302370773,33070285,13933671,NA,1853008,NA,624738734,440116106,NA,138943174,138943174,-1792479,79713,32217
"20390","TN","Tennessee",401786,"4744940",2022,"mckenzie","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,5648022,6177555,NA,5540,NA
"20391","TN","Tennessee",229295,"4747000",2022,"medina","General Purpose",4773695,779277,NA,227076,NA,NA,12397790,7698943,NA,3248375,4150978,4943238,5128,NA
"20392","WA","Washington",89259,"5355995",2022,"poulsbo","General Purpose",26573289,5648147,1098656,3397222,42672,NA,227964278,50246047,28818206,28389812,46183113,33433653,11970,NA
"20393","TN","Tennessee",87856,"4727020",2022,"forest hills","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,2234129,2642532,NA,5035,NA
"20394","TN","Tennessee",87856,"4727020",2022,"forest hills","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,2234129,2642532,NA,5035,NA
"20395","TX","Texas",59216,"4857980",2022,"plainview","General Purpose",51694948,8087286,NA,2691357,NA,NA,141402446,61121728,NA,25428440,30103282,39227420,20182,NA
"20396","AK","Alaska",30471,"0275160",2022,"native village of tanana","General Purpose",16872438,16851112,NA,NA,NA,NA,26363963,18848509,21326,5015978,19508138,1976071,245,NA
"20397","TX","Texas",88428,"4862828",2022,"rockwall","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,48978767,48978767,NA,47307,NA
"20398","TX","Texas",88145,"4821628",2022,"duncanville","General Purpose",40538111,13897971,25724,2154773,2297037,NA,190643314,83538701,7213637,56695036,56695036,39052455,40700,NA
"20399","TX","Texas",88085,"4809328",2022,"bonham","General Purpose",29501545,7607721,172901,NA,NA,NA,41131076,15388957,147862,NA,0,-1360749,10407,NA
"20400","TX","Texas",88455,"4869032",2022,"southlake","General Purpose",123314054,14428672,NA,NA,NA,717407,866815208,260951791,NA,103059478,149795421,108544841,31270,NA
"20401","TX","Texas",38651,"4862804",2022,"rockport","General Purpose",76810894,15425990,NA,NA,NA,NA,136066408,30503764,NA,33247558,33247558,8137147,10085,NA
"20402","TX","Texas",88495,"4876816",2022,"waxahachie","General Purpose",235989732,23147902,12002973,NA,896747,NA,454927529,130514247,4291204,81828437,106066598,60354495,41133,NA
"20403","TX","Texas",88365,"4846440",2022,"manor","General Purpose",45021842,8239361,714922,NA,106970,NA,101039134,57850528,673844,21222492,21222492,NA,13650,NA
"20404","GA","Georgia",64808,"1321324",2022,"dallas","General Purpose",44484431,4072882,1957492,NA,557610,NA,91396349,11175918,256446,20511648,20102619,-1571827,14049,NA
"20405","CA","California",67830,"0668378",2022,"san ramon","General Purpose",94855975,10899159,16881808,NA,0,4633309,508503927,115607539,5302741,94507634,101989680,-21951417,86332,162388
"20406","OR","Oregon",37574,"4105350",2022,"beaverton","General Purpose",365656109,45647279,63008122,NA,5910104,1129622,903732453,210421873,5688132,153791145,184522102,5231824,97503,76520
"20407","OR","Oregon",85174,"4109050",2022,"brownsville","General Purpose",131192,131192,NA,NA,NA,NA,6262296,6262296,18044,2931419,3183367,3926179,1694,NA
"20408","IL","Illinois",71617,"1714273",2022,"chrisman","General Purpose",1871418,26308,0,271979,0,NA,5170093,994836,592,1009622,1192724,609506,1308,NA
"20409","IA","Iowa",33344,"1928515",2022,"fort dodge","General Purpose",178150894,5687910,3363334,NA,785039,NA,357474462,74543972,2235578,62170677,65802720,NA,24871,NA
"20410","UT","Utah",88614,"4965770",2022,"salem city","General Purpose",49243980,13310260,NA,1364627,NA,NA,154196501,37258257,NA,20957525,36534354,10353802,9299,NA
"20411","FL","Florida",70366,"1268525",2022,"starke","General Purpose",7343874,3283899,1186254,NA,1200858,NA,40760825,14987696,279345,17122732,20437694,7977715,5789,NA
"20412","IL","Illinois",71308,"1705092",2022,"belvidere","General Purpose",50256319,8924336,25528963,3614689,9522139,NA,101516386,38252268,231072,27655924,31328512,-13872457,25337,NA
"20413","UT","Utah",88624,"4970960",2022,"south ogden city","General Purpose",15301731,3439602,NA,3019554,887027,NA,88263774,20405022,772414,17995858,22605576,11581194,17495,NA
"20414","OH","Ohio",84213,"3966390",2022,"reynoldsburg","General Purpose",65593821,10373237,17882059,NA,2552600,1203530,265889614,26876734,1911627,49584605,62349494,NA,41074,NA
"20415","FL","Florida",69242,"1230025",2022,"hialeah gardens","General Purpose",19440395,15072871,NA,1945290,358373,NA,83600396,16623699,831278,29169594,28680049,NA,23069,NA
"20416","IL","Illinois",73482,"1758239",2022,"paxton","General Purpose",403996,2647,NA,NA,NA,NA,10271832,5137955,NA,3846041,3846041,3617509,4452,NA
"20417","MA","Massachusetts",59291,"2545245",2022,"newburyport","General Purpose",230474621,9841892,28784000,NA,89379952,NA,285295278,60562079,5528091,114985059,112881327,-108725768,18290,NA
"20418","CA","California",46899,"0641152",2022,"lemoore","General Purpose",49018020,4455702,8510430,NA,NA,NA,211122599,71002264,712539,31621573,46992301,25382316,27030,NA
"20419","OR","Oregon",48517,"4133700",2022,"hermiston","General Purpose",71179747,5563770,8743718,NA,788364,237278,146738188,27073678,586546,34958489,42917524,5283418,19389,NA
"20420","WA","Washington",39547,"5305210",2022,"bellevue","General Purpose",452584000,73166000,NA,79193000,22932000,NA,3613898000,931126000,15407000,459699000,668673000,560158000,151864,144274
"20421","VA","Virginia",230358,"5145512",2022,"lexington","General Purpose",40812843,7282429,308469,NA,314583,NA,88062489,6035535,303557,21722389,25635493,23252232,7317,NA
"20422","TX","Texas",1035984,"4805528",2022,"bandera","General Purpose",9719553,3711639,NA,387221,120229,NA,19299076,10227906,18576,4208887,4949896,-2929346,820,NA
"20423","TX","Texas",65615,"4847916",2022,"mexia","General Purpose",10622604,3122986,NA,1021313,390368,NA,33686838,11314411,394348,11225854,13716394,6191114,6896,NA
"20424","IL","Illinois",32793,"1711618",2022,"casey","General Purpose",17829196,1270939,NA,1018984,3943907,NA,41241961,17292153,120078,7012401,9727956,987527873,2413,NA
"20425","IL","Illinois",96758,"1718745",2022,"dawson","General Purpose",705657,4375,NA,NA,NA,NA,2003659,939189,NA,481165,784344,543155,518,NA
"20426","FL","Florida",68630,"1206925",2022,"blountstown","General Purpose",6232663,2053416,3391176,NA,563347,NA,32239176,7657427,205397,9107143,8897840,4263157,2261,NA
"20427","MA","Massachusetts",34012,"2537490",2022,"lynn","General Purpose",797140363,83501631,186028000,NA,438823829,NA,547883936,226883392,3005143,459825376,533109912,-729035784,101263,64986
"20428","RI","Rhode Island",108565,"4414140",2022,"central falls","General Purpose",42953007,8459726,25613012,44914,2539377,NA,40854032,12409219,309893,19713396,27189744,-24703815,22583,NA
"20429","MN","Minnesota",117298,"2765938",2022,"twin valley","General Purpose",3237986,154116,809316,109772,NA,NA,8916150,2419648,52468,1492361,1655315,2757020,719,NA
"20430","WY","Wyoming",132373,"5663900",2022,"rawlins","General Purpose",16231051,1130332,6008016,NA,NA,NA,101130106,39701647,739807,17737501,20138762,23560793,8236,NA
"20431","NM","New Mexico",43028,"3564930",2022,"roswell","General Purpose",139735577,9692830,46507356,NA,17939974,NA,283974893,68282541,2240696,NA,58637494,-66945271,48439,NA
"20432","WV","West Virginia",131062,"5475820",2022,"spencer","General Purpose",3051080,70458,NA,531058,NA,5792,21372381,3729705,31607,3134387,5502599,3388290,2040,NA
"20433","OK","Oklahoma",98472,"4065000",2022,"sallisaw","General Purpose",62043649,3890539,1582127,1295927,NA,NA,89865568,37598074,598274,33622672,32497609,1005022,8515,NA
"20434","OH","Ohio",84583,"3977588",2022,"troy","General Purpose",47307870,4180783,21795581,NA,3089880,1551449,284540418,117632469,3034408,44264588,44264588,0,26318,NA
"20435","OK","Oklahoma",125801,"4017550",2022,"council hill","General Purpose",NA,NA,NA,NA,NA,NA,742921,68734,NA,49543,63823,68734,110,NA
"20436","MO","Missouri",119782,"2909514",2022,"buffalo","General Purpose",3176000,945582,98656,222312,NA,NA,15232193,1885923,44467,4143212,5212526,1953276,3292,NA
"20437","IL","Illinois",92275,"1725440",2022,"farmersville","General Purpose",447574,56505,60856,NA,0,NA,2080253,645533,NA,629581,896568,388045,687,NA
"20438","CA","California",43488,"0603064",2022,"atascadero","General Purpose",40968628,5927650,18759199,NA,233620,NA,249251653,84709807,1911417,35615437,47666107,15514044,29776,NA
"20439","CA","California",146745,"0640830",2022,"la verne","General Purpose",68932206,9081191,NA,21418338,5240851,NA,197722953,95498529,2750036,22197706,78741512,21771427,31581,NA
"20440","CO","Colorado",51237,"0847070",2022,"lyons","General Purpose",11646892,1565869,NA,NA,NA,NA,94194251,15002936,50207,10024518,10024518,3487470,2215,NA
"20441","MN","Minnesota",117449,"2700622",2022,"albany","General Purpose",13659971,385782,1428551,518263,NA,NA,39475280,9949483,267955,5274432,6177475,5417731,2781,NA
"20442","IL","Illinois",92795,"1756601",2022,"orion","General Purpose",488443,NA,81256,NA,NA,NA,8876374,1907429,NA,1504258,1995479,1504518,1758,NA
"20443","MI","Michigan",1239918,"2603520",2022,"armada","General Purpose",5018095,310787,NA,NA,NA,NA,16650120,3907578,27256,2776982,2896681,2502916,1703,NA
"20444","CA","California",67163,"0612552",2022,"cerritos","General Purpose",71654424,15090460,43926937,1968505,0,18422100,757060276,158702537,3382027,90365840,121304540,95215666,49573,NA
"20445","CA","California",31767,"0618394",2022,"delano","General Purpose",99057722,17543758,22029320,NA,9998463,NA,304706078,95984673,1350206,61590380,68494753,25539916,51420,NA
"20446","MT","Montana",196942,"3058975",2022,"poplar","General Purpose",3299284,139387,215213,NA,31202,NA,19467990,2703338,21755,1848901,4420958,1987447,761,NA
"20447","OR","Oregon",86901,"4167950",2022,"sisters","General Purpose",7219500,760269,1126938,NA,56512,12828,58005637,18710626,84037,5851683,10839560,7637772,3058,NA
"20448","CA","California",68034,"0685012",2022,"wheatland","General Purpose",8816659,3042354,NA,NA,NA,NA,26324166,12020630,149246,7647188,11579543,3254987,3708,NA
"20449","MI","Michigan",65654,"2634640",2022,"grayling","General Purpose",3912398,579348,853621,NA,NA,NA,18200161,3944584,35460,4708482,5064805,1189159,1855,NA
"20450","CA","California",31803,"0655618",2022,"paramount","General Purpose",68116080,21028945,12473659,NA,6228789,NA,172411923,70840611,768419,54879401,67975485,8341374,53748,NA
"20451","MN","Minnesota",117229,"2713420",2022,"cosmos","General Purpose",5399292,116680,134641,90174,NA,NA,12408957,1607663,NA,1064878,2688076,1185539,511,NA
"20452","TN","Tennessee",87807,"4712880",2022,"chapel hill","General Purpose",3383001,621870,NA,NA,NA,NA,13671886,4018486,29453,3312451,4768180,2511857,1717,NA
"20453","VA","Virginia",130725,"5154904",2022,"narrows","General Purpose",2895384,962646,433497,NA,NA,NA,5440944,1487760,61131,3229936,3619181,-96174,2090,NA
"20454","IL","Illinois",96677,"1709531",2022,"bull valley","General Purpose",53692,39075,NA,NA,NA,NA,5748547,1060164,NA,813295,1124763,351784,1117,NA
"20455","FL","Florida",69369,"1233800",2022,"inglis","General Purpose",465126,149238,288838,NA,NA,NA,7067905,2493229,27050,1932001,2429278,2811961,1479,NA
"20456","MA","Massachusetts",34018,"2576030",2022,"westfield","General Purpose",530253598,29147352,46072380,NA,329863857,NA,625241841,211062060,7847434,272032362,285993685,-325521259,40825,NA
"20457","NE","Nebraska",109699,"3150895",2022,"waco","General Purpose",NA,NA,NA,NA,NA,NA,929111,929111,NA,313079,347260,4617342,293,NA
"20458","TN","Tennessee",87972,"4761040",2022,"pulaski","General Purpose",27166331,11191930,2609030,1324157,1436967,0,155465307,48557682,971599,65281017,71349603,0,8398,NA
"20459","GA","Georgia",50616,"1352192",2022,"monroe","General Purpose",85559313,14784809,6348202,NA,NA,NA,237220136,64484180,1190900,66369571,67576140,27058627,14960,NA
"20460","MN","Minnesota",34758,"2754880",2022,"rochester","General Purpose",550349649,41878719,153067448,NA,18937207,NA,2233964669,144886795,17225449,385296804,492082305,397397063,121388,75902
"20461","CA","California",31861,"0622678",2022,"encinitas","General Purpose",114898634,15763768,31663152,NA,4293506,NA,510405008,138088698,2999067,118614423,137210955,116747662,62002,NA
"20462","TN","Tennessee",106859,"4728060",2022,"friendsville","General Purpose",2034999,194438,NA,52598,NA,NA,7028569,1421753,NA,1590119,1979440,1189254,893,NA
"20463","IL","Illinois",71583,"1712567",2022,"charleston","General Purpose",55995261,2115110,43527115,3986010,2754084,NA,83812698,23600110,2207244,21488125,31179412,-33061867,17280,NA
"20464","IL","Illinois",92539,"1742834",2022,"lena","General Purpose",1472253,0,0,242156,0,0,13449442,4798737,0,2999949,4089249,0,2763,NA
"20465","OR","Oregon",86736,"4160850",2022,"rainier","General Purpose",63893,63893,1236413,NA,NA,31630,7418584,7418584,63893,5146273,5796948,5950915,1905,NA
"20466","CA","California",50413,"0621796",2022,"el cerrito","General Purpose",81956216,6175304,48950390,NA,NA,NA,119911522,40977420,2579091,62019256,60964434,-51303659,25958,NA
"20467","CA","California",31889,"0641936",2022,"live oak","General Purpose",9221221,1751386,1038971,NA,NA,198981,95802009,32733407,185036,10839810,10883481,6028656,9110,NA
"20468","OR","Oregon",37569,"4154900",2022,"ontario","General Purpose",693424241,143623890,NA,150460651,NA,12152353,2881638039,891014098,38963708,436083603,436083603,503911547,11649,NA
"20469","OK","Oklahoma",125910,"4003000",2022,"asher","General Purpose",25738,25738,NA,NA,NA,NA,1241663,427241,NA,759140,638229,346867,371,NA
"20470","SD","South Dakota",38400,"4673060",2022,"yankton","General Purpose",69507228,6247938,NA,NA,2473,NA,232971758,232971758,1474975,34652501,34652501,50795951,15441,NA
"20471","SD","South Dakota",128372,"4643100",2022,"mitchell","General Purpose",39603828,1187108,NA,44829,1288964,NA,197541965,48679818,NA,31237817,31239123,34270481,15662,NA
"20472","OR","Oregon",86461,"4151050",2022,"myrtle point","General Purpose",11703353,129378,1384908,NA,91262,24700,19698413,4995478,56035,4524994,4961977,1421841,2480,NA
"20473","SD","South Dakota",38385,"4631060",2022,"huron","General Purpose",9872893,1536739,NA,NA,NA,NA,141177220,NA,NA,16316470,28726276,18121364,14260,NA
"20474","SD","South Dakota",38395,"4662100",2022,"sturgis","General Purpose",34716990,2354956,NA,NA,NA,NA,110680893,10333623,NA,22902077,24344828,2661403,7093,NA
"20475","OR","Oregon",37555,"4115800",2022,"corvallis","General Purpose",115646054,20035488,35032642,NA,25894701,949783,516494026,168618132,15649957,104999059,134019725,-27935531,59909,NA
"20476","IL","Illinois",93025,"1768991",2022,"shannon","General Purpose",4520042,35898,NA,NA,NA,NA,7630960,1173031,NA,916572,1059499,0,802,NA
"20477","SD","South Dakota",128338,"4604380",2022,"belle fourche","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8085038,NA,5607,NA
"20478","SC","South Carolina",65041,"4553080",2022,"orangeburg","General Purpose",127971706,33693306,44539047,NA,NA,NA,435968516,103564219,3122462,127002549,127002549,2048305,13226,NA
"20479","PA","Pennsylvania",37738,"4285152",2022,"wilkes-barre","General Purpose",286264149,31878996,95235802,NA,76237482,NA,152741263,43779980,732970,63822705,63945743,-148118408,44322,NA
"20480","PA","Pennsylvania",87416,"4221648",2022,"easton","General Purpose",135211586,17433680,40713937,5828854,11577754,NA,121869914,29882815,9765328,55429447,63046032,-32196975,28126,NA
"20481","SC","South Carolina",38287,"4539895",2022,"lancaster","General Purpose",25509129,4392529,13277146,NA,NA,40212,89252913,36578969,NA,11517648,18898785,6921778,8502,NA
"20482","PA","Pennsylvania",126600,"4253368",2022,"new castle","General Purpose",40172282,5227059,13322287,NA,7879876,NA,34486100,20245679,1082546,19045593,18980287,-13741908,21930,NA
"20483","PA","Pennsylvania",98493,"4281000",2022,"warren","General Purpose",25623619,2695017,1782296,NA,NA,NA,80162510,15754423,847069,12956193,13169511,12502307,9396,NA
"20484","PA","Pennsylvania",1035957,"4263624",2022,"reading","General Purpose",NA,NA,NA,NA,NA,NA,708045124,322105394,NA,151539112,200477579,NA,95100,37107
"20485","OR","Oregon",54841,"4140550",2022,"lake oswego","General Purpose",283632505,22534583,36805230,NA,2922078,970497,708935534,99863021,7289075,96524987,96524987,27069803,40800,NA
"20486","OH","Ohio",84344,"3972088",2022,"sheffield lake","General Purpose",13600295,928838,5578786,NA,802944,344098,38931057,12488671,NA,11682603,11682603,-1585251,8957,NA
"20487","OH","Ohio",84768,"3985036",2022,"wickliffe","General Purpose",20956758,3348820,13356887,NA,2060001,628813,101888824,23313044,NA,17144051,17144051,NA,12662,NA
"20488","OR","Oregon",52067,"4115550",2022,"cornelius","General Purpose",8275991,2719536,3217031,NA,194755,80843,91177075,30836119,499850,19189022,19189022,6852096,12700,NA
"20489","OK","Oklahoma",37336,"4041850",2022,"lawton","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,90387,44751
"20490","WA","Washington",46003,"5308850",2022,"burien","General Purpose",23409561,8380525,1377259,2392535,NA,NA,225390161,74806576,690657,43941409,65046270,64278586,52065,NA
"20491","OH","Ohio",1035943,"3933838",2022,"harrison","General Purpose",51132349,2841485,11440205,NA,1786295,504507,100868792,31540814,NA,16709950,24898745,5417686,12566,NA
"20492","OK","Oklahoma",125582,"4079450",2022,"weatherford","General Purpose",NA,NA,NA,NA,NA,NA,NA,NA,NA,32401298,27256854,NA,12093,NA
"20493","FL","Florida",103492,"1226075",2022,"glen st mary","General Purpose",1208078,270153,145925,NA,NA,NA,4073699,308769,NA,485409,489608,0,462,NA
"20494","OH","Ohio",52414,"3910030",2022,"bucyrus","General Purpose",37292698,1951735,7734924,NA,1063754,608265,93494035,16980003,NA,18769510,18769510,-1134519,11674,NA
"20495","OH","Ohio",125142,"3979072",2022,"urbana","General Purpose",42135925,2364575,9033729,NA,1286558,612900,90790906,28123888,NA,17979885,17979885,2747322,11135,NA
"20496","NE","Nebraska",109741,"3153380",2022,"winside","General Purpose",NA,NA,NA,NA,NA,NA,662165,662165,NA,856261,925921,NA,375,NA
"20497","OH","Ohio",42939,"3901000",2022,"akron","General Purpose",1892579309,279736340,207499047,1517279,104869440,13392616,2952277380,434677701,NA,520328823,578888203,-354225813,190416,41628
"20498","OH","Ohio",82880,"3918350",2022,"conneaut","General Purpose",26433564,3318378,7327111,NA,928279,694708,67819411,13660020,NA,14412534,14412534,-5639474,12320,NA
"20499","OH","Ohio",84283,"3969834",2022,"salem","General Purpose",16581983,2064586,8241254,NA,1149458,627607,79258582,18212285,NA,13242171,13242171,874594,11914,NA
"20500","OH","Ohio",84779,"3985484",2022,"willoughby","General Purpose",79164561,9872995,25445060,NA,3536170,1860593,151940103,49091992,330916,37782589,48218406,-16093671,23861,NA
"20501","OH","Ohio",125189,"3927706",2022,"forest park","General Purpose",28890699,2368545,15313209,NA,2336078,758075,87265989,40046157,NA,19988266,19988266,-4543954,20193,NA
"20502","OH","Ohio",36926,"3961000",2022,"parma","General Purpose",108550433,20343210,57635515,NA,8205390,3728515,196486440,95224913,NA,83652544,83652544,NA,81117,57444
"20503","OH","Ohio",84245,"3967468",2022,"riverside","General Purpose",28555251,2781392,10450655,NA,1678394,307483,47429742,21849988,NA,16813409,19876464,-2739045,24475,NA
"20504","IL","Illinois",224355,"1745031",2022,"loves park","General Purpose",60952059,3669925,NA,NA,NA,NA,126267480,39180847,NA,27936209,37254281,-23214816,23404,NA
"20505","OH","Ohio",84782,"3985638",2022,"willowick","General Purpose",13281981,2497928,6596671,58325,872449,558808,57927436,22405044,NA,12324829,12324829,-1921998,14223,NA
"20506","IL","Illinois",32813,"1738115",2022,"jacksonville","General Purpose",67827399,4169497,37088508,NA,NA,NA,138555451,48543492,NA,31281757,31281757,1826110,17625,NA
"20507","OH","Ohio",83616,"3945556",2022,"lyndhurst","General Purpose",26827917,2503804,15617632,NA,2268578,914496,99396088,33301323,NA,22672164,28307720,NA,14048,NA
"20508","OH","Ohio",83978,"3957386",2022,"norwood","General Purpose",79353351,3151276,22918303,NA,3690129,660853,66744326,31808205,NA,36441060,36441060,-54778384,19048,NA
"20509","OH","Ohio",83976,"3957302",2022,"norwalk","General Purpose",25364931,2473261,10311416,NA,1302606,1008741,95015521,31036723,NA,19105297,26260024,5127336,17055,NA
"20510","OH","Ohio",125159,"3978932",2022,"university heights","General Purpose",22546309,1389836,15473426,NA,2445807,527768,35392962,21661863,40061,19873681,23049903,-8892698,13915,NA
"20511","IL","Illinois",72746,"1743536",2022,"lincoln","General Purpose",79848418,2153293,46822956,NA,8463952,NA,69392393,19605102,NA,-6648972,20527846,-30987831,13288,NA
"20512","AL","Alabama",31566,"0107000",2022,"birmingham","General Purpose",1754493000,239434000,671818000,192000,170442000,NA,1416975000,724213000,17444000,NA,0,-813727000,200646,36614
"20513","OH","Ohio",36935,"3953102",2022,"mount vernon","General Purpose",35720920,4525440,15012158,NA,2123181,1090240,133229168,41562892,NA,23082527,23082527,NA,16939,NA
"20514","NE","Nebraska",108945,"3113085",2022,"diller","General Purpose",350000,NA,NA,NA,NA,NA,1747980,251385,NA,334536,401775,251337,247,NA
"20515","OH","Ohio",83055,"3925396",2022,"englewood","General Purpose",14841840,857431,11357630,NA,1605590,739595,78593835,29041624,NA,21540386,21540386,8813171,13465,NA
"20516","OH","Ohio",82920,"3918868",2022,"coshocton","General Purpose",35390982,22087852,10950791,NA,NA,3737877,93550920,63390173,NA,42131724,42131724,-3053576,11052,NA
"20517","OH","Ohio",83118,"3928014",2022,"fostoria","General Purpose",32507242,2183077,8597238,NA,1270836,497856,93282966,27642489,NA,10219444,10219444,4980728,13045,NA
"20518","OH","Ohio",84567,"3977322",2022,"trenton","General Purpose",18439542,5829673,4351431,NA,527070,468914,53097623,53097623,NA,-12885997,9929466,13597074,13026,NA
"20519","OH","Ohio",84223,"3966894",2022,"richmond heights","General Purpose",16849174,1971597,10180958,NA,1587664,390673,48776404,25932396,NA,12556310,17026402,-801172,10797,NA
"20520","OH","Ohio",83245,"3932340",2022,"greenville","General Purpose",17812415,1933361,9484290,NA,1305785,708180,79566826,33797576,NA,11801750,11801750,14130586,12799,NA
