"","state.abb","state.name","id","geo_id","year","name","category","total_liabilities","current_liabilities","net_pension_liability","net_pension_assets","net_opeb_liability","net_opeb_assets","total_assets","current_assets","compensated_absences","expenses","revenues","unrestricted","population","median_hh_income_21"
"10613","MN","Minnesota",117274,"2722958",2021,"fulda","General Purpose",1377085,131110,213433,0,0,0,0,0,39542,1663785,1935014,2418806,1370,NA
"10614","MN","Minnesota",117443,"2723300",2021,"gaylord","General Purpose",21635918,670124,450895,46928,0,0,0,0,45323,5041012,5831925,3515182,2274,NA
"10615","MN","Minnesota",117371,"2723318",2021,"gem lake","General Purpose",1283795,203996,0,0,0,0,0,0,0,724078,748965,1392829,524,NA
"10616","OK","Oklahoma",125903,"4011990",2021,"carlton landing","General Purpose",4256819,71819,0,0,0,0,0,0,0,968456,1072031,-1729766,98,NA
"10617","MN","Minnesota",54500,"2723714",2021,"gilbert","General Purpose",12610121,485795,833410,0,1345896,0,0,0,0,5952346,7495633,1417135,1689,NA
"10618","MN","Minnesota",106056,"2723948",2021,"glencoe","General Purpose",39301609,1789414,1362286,470648,179417,0,0,0,397372,13626259,15677116,0,5737,NA
"10619","OK","Oklahoma",125471,"4012000",2021,"carmen","General Purpose",0,0,0,0,0,0,0,0,0,179426,339581,0,359,NA
"10620","LA","Louisiana",75090,"2207205",2021,"bienville","General Purpose",12878,12878,0,0,0,0,0,0,0,115746,82913,459002,191,NA
"10621","LA","Louisiana",95143,"2207730",2021,"blanchard","General Purpose",17098594,1696935,481137,0,0,0,0,0,33803,5710452,7825041,4329312,3533,NA
"10622","LA","Louisiana",33790,"2208920",2021,"bossier city","General Purpose",547100662,35783893,43490643,5075161,5056134,0,0,0,2220212,129663300,163940627,0,62719,NA
"10623","LA","Louisiana",33814,"2208150",2021,"bogalusa","General Purpose",26269121,5616859,16435372,0,400357,0,0,0,948789,17317164,20579128,0,10654,NA
"10624","MI","Michigan",64914,"2670040",2021,"royal oak","General Purpose",299842890,35091075,69296695,0,0,8981664,0,0,4246611,105863041,123566802,0,58202,NA
"10625","LA","Louisiana",75158,"2209165",2021,"boyce","General Purpose",1866558,714303,546386,0,0,0,0,0,44476,2853778,2590435,-666724,892,NA
"10626","LA","Louisiana",64892,"2209340",2021,"breaux bridge","General Purpose",11987263,1194142,1666235,0,0,0,0,0,0,10612584,12429449,432476,7514,NA
"10627","LA","Louisiana",75163,"2210075",2021,"broussard","General Purpose",49251345,3174056,1590346,0,0,0,0,0,649978,23888695,27032413,-1340608,13434,NA
"10628","LA","Louisiana",75164,"2210600",2021,"brusly","General Purpose",2957543,76663,1824932,0,459258,0,10105939,0,29450,3242047,3493957,2160483,2575,NA
"10629","LA","Louisiana",75165,"2210705",2021,"bryceland","General Purpose",4778,4778,0,0,0,0,0,0,0,85117,30976,16050,88,NA
"10630","MN","Minnesota",52989,"2724074",2021,"glenwood","General Purpose",5203583,448542,673690,0,0,0,0,0,97643,6242925,7988262,10938656,2656,NA
"10631","MN","Minnesota",117092,"2724308",2021,"golden valley","General Purpose",78751623,5827975,7401796,3119062,1873222,0,0,0,1636179,43681658,55206955,52005015,22555,NA
"10632","OK","Oklahoma",125730,"4012100",2021,"carney","General Purpose",317085,33481,0,0,0,0,2325414,0,0,587243,1129380,335415,546,NA
"10633","MN","Minnesota",117553,"2724524",2021,"goodview","General Purpose",5376110,445087,671485,172383,174782,0,29768307,0,134494,3572827,4071887,2460800,4120,NA
"10634","MN","Minnesota",1035818,"2724758",2021,"graceville","General Purpose",4511601,1874,0,0,0,0,0,0,2127,2002788,2030898,1305087,527,NA
"10635","MN","Minnesota",117261,"2725010",2021,"grand meadow","General Purpose",1956069,81482,215587,0,0,0,0,0,0,1443966,1791255,1198667,1127,NA
"10636","OK","Oklahoma",125485,"4012300",2021,"carter","General Purpose",12710,0,0,0,0,0,0,0,0,148394,145991,738209,182,NA
"10637","MN","Minnesota",47082,"2725118",2021,"grand rapids","General Purpose",32868877,2383541,3235362,1514250,19792,0,0,0,543555,18264291,22388064,4039641,11120,NA
"10638","MN","Minnesota",106058,"2725280",2021,"granite falls","General Purpose",36514214,1450688,1390083,113851,110110,0,89826167,0,527230,12097290,13717645,5954926,2734,NA
"10639","OK","Oklahoma",125697,"4012650",2021,"cashion","General Purpose",64942,64942,0,0,0,0,0,0,20699,1382306,1414853,0,850,NA
"10640","OK","Oklahoma",125931,"4012900",2021,"catoosa","General Purpose",6134604,887909,2370005,0,0,0,0,0,174079,11553096,13509101,3188296,7424,NA
"10641","MN","Minnesota",117409,"2725604",2021,"greenbush","General Purpose",2768753,378076,89680,134368,0,0,0,0,7492,1340396,2541700,0,683,NA
"10642","MN","Minnesota",117115,"2725622",2021,"greenfield","General Purpose",2368382,544826,204982,0,0,0,0,0,18574,2834205,3742871,1244546,2905,NA
"10643","MN","Minnesota",117490,"2726000",2021,"grey eagle","General Purpose",0,0,0,0,0,0,0,0,0,4957846,4999543,0,333,NA
"10644","MN","Minnesota",97913,"2726576",2021,"hallock","General Purpose",2730744,267271,202413,0,0,0,0,0,40083,2061472,2842609,2417444,907,NA
"10645","OK","Oklahoma",125515,"4013000",2021,"cement","General Purpose",0,0,0,0,0,0,0,0,0,801883,924678,0,436,NA
"10646","MN","Minnesota",1265903,"2726666",2021,"hamburg","General Purpose",2582205,59253,93950,180181,0,0,6070990,0,17008,846946,1092898,1769201,565,NA
"10647","MN","Minnesota",116903,"2726738",2021,"ham lake","General Purpose",3932288,2180831,664217,776580,0,0,0,0,99292,5995723,13634567,8434770,16472,NA
"10648","OK","Oklahoma",125731,"4013500",2021,"chandler","General Purpose",3386699,0,0,0,0,0,0,0,0,5538852,8327048,1457416,2855,NA
"10649","MN","Minnesota",117479,"2726936",2021,"hancock","General Purpose",2377168,72574,85409,0,0,0,0,0,0,1160604,1250698,1534721,861,NA
"10650","OK","Oklahoma",125554,"4013600",2021,"chattanooga","General Purpose",0,0,0,0,0,0,0,0,0,1104055,1200500,0,402,NA
"10651","MN","Minnesota",117564,"2726990",2021,"hanover","General Purpose",2596005,1049818,209252,0,0,0,0,0,51935,3947499,5809122,4870676,3550,NA
"10652","OK","Oklahoma",125769,"4013650",2021,"checotah","General Purpose",108077,3608,0,0,0,0,0,0,0,6906593,8445019,0,3022,NA
"10653","MN","Minnesota",116939,"2727008",2021,"hanska","General Purpose",3587069,81163,72599,0,0,0,0,0,0,792316,850555,605352,384,NA
"10654","MN","Minnesota",117017,"2727530",2021,"hastings","General Purpose",38575263,3439742,5775531,2391129,4393384,0,0,0,1988157,29439661,36348507,11729238,22165,NA
"10655","MN","Minnesota",116985,"2727746",2021,"hawley","General Purpose",56649,56649,0,0,0,0,0,0,0,0,0,0,2235,NA
"10656","OK","Oklahoma",125932,"4013700",2021,"chelsea","General Purpose",1777967,0,0,0,0,0,0,0,0,2654825,2816173,151500385,1992,NA
"10657","MN","Minnesota",1035820,"2727872",2021,"hayfield","General Purpose",5423516,195744,149466,0,0,0,0,0,11050,2262162,2531513,474278,1365,NA
"10658","MN","Minnesota",117193,"2728430",2021,"hendricks","General Purpose",3137430,94855,102490,0,0,0,0,0,7474,1319305,1371337,746678,613,NA
"10659","OK","Oklahoma",125472,"4013750",2021,"cherokee","General Purpose",3427932,331077,56650,0,0,0,0,0,0,2034542,2416647,0,1466,NA
"10660","OK","Oklahoma",125927,"4013900",2021,"cheyenne","General Purpose",466613,71738,0,0,0,0,0,0,0,1150718,1217282,0,770,NA
"10661","MN","Minnesota",97927,"2728646",2021,"herman","General Purpose",2377445,26887,64057,0,0,0,0,0,1475,1016197,844811,509662,383,NA
"10662","MN","Minnesota",81320,"2728790",2021,"hibbing","General Purpose",50609119,2559737,5432627,239528,29744930,0,0,0,1543715,25425399,32109856,11224295,16207,NA
"10663","OK","Oklahoma",125623,"4013950",2021,"chickasha","General Purpose",17451738,2530081,9947149,53824,662333,0,0,0,783557,25244749,28717010,0,16056,NA
"10664","OK","Oklahoma",65724,"4014200",2021,"choctaw","General Purpose",35123357,1534024,2226576,0,0,0,0,0,155200,11726042,16213537,3934882,12174,NA
"10665","MN","Minnesota",117327,"2729294",2021,"hinckley","General Purpose",6091394,214081,358718,289797,0,0,20100698,0,54771,5561412,6212461,1434439,1906,NA
"10666","MN","Minnesota",117083,"2729474",2021,"hoffman","General Purpose",5230614,170561,64057,0,0,0,0,0,3449,1423864,1300666,316863,700,NA
"10667","MN","Minnesota",106060,"2730140",2021,"hopkins","General Purpose",101732792,8468013,5612257,0,1066957,0,0,0,1087622,31493776,36550398,-1141390,19079,NA
"10668","OK","Oklahoma",125784,"4014300",2021,"chouteau","General Purpose",3009871,0,0,0,0,0,0,0,0,3456347,3928220,0,2056,NA
"10669","MN","Minnesota",117565,"2730284",2021,"howard lake","General Purpose",10566564,304470,464217,213950,28435,0,0,0,86130,5854119,7012216,8348732,2074,NA
"10670","MI","Michigan",1239959,"2625420",2021,"ellsworth","General Purpose",773946,7155,0,0,0,0,0,0,0,468602,492497,133106,348,NA
"10671","MN","Minnesota",66543,"2730302",2021,"hoyt lakes","General Purpose",11061779,573895,657649,141788,832104,0,0,0,0,7083749,10998557,0,2021,NA
"10672","OK","Oklahoma",98465,"4014700",2021,"claremore","General Purpose",86931967,3109475,14636251,0,2959994,0,0,0,1623667,59685442,61190344,0,19580,NA
"10673","OK","Oklahoma",125776,"4015300",2021,"cleo springs","General Purpose",0,0,0,0,0,0,0,0,0,178467,160699,0,284,NA
"10674","MN","Minnesota",117516,"2730392",2021,"hugo","General Purpose",26364152,7112730,1199996,1364287,0,0,0,0,590074,11526747,25291263,50625390,15756,NA
"10675","MN","Minnesota",100207,"2730644",2021,"hutchinson","General Purpose",85550708,6834749,7876430,371749,766914,0,0,0,1433986,79226959,83735120,54145123,14601,NA
"10676","OK","Oklahoma",125877,"4015350",2021,"cleveland","General Purpose",12042713,281155,0,0,0,0,0,0,0,6063739,8338213,14519142,3204,NA
"10677","MN","Minnesota",117114,"2730842",2021,"independence","General Purpose",5970583,625457,260497,0,0,0,0,0,41657,3975185,4534705,3517006,3753,NA
"10678","MN","Minnesota",117029,"2731076",2021,"inver grove heights","General Purpose",69884532,12333937,8413878,2501854,810707,0,0,0,2951224,43367725,59732399,71094857,35812,NA
"10679","MN","Minnesota",117128,"2731328",2021,"isanti","General Purpose",15593140,1236055,1504415,0,163082,0,70019486,0,303817,12145273,14981360,10271983,6810,NA
"10680","OK","Oklahoma",125580,"4015400",2021,"clinton","General Purpose",31701823,580759,2531605,313950,0,0,0,0,228320,16413067,18666339,22428035,8525,NA
"10681","MN","Minnesota",117237,"2731472",2021,"isle","General Purpose",15547,15547,187900,0,0,0,0,0,0,1211983,1252418,0,803,NA
"10682","OK","Oklahoma",125503,"4016050",2021,"colbert","General Purpose",512103,0,0,0,0,0,0,0,0,2023991,2192247,2787420,1032,NA
"10683","OK","Oklahoma",125585,"4016100",2021,"colcord","General Purpose",363472,17749,0,0,0,0,0,0,0,770304,993289,0,730,NA
"10684","MN","Minnesota",117144,"2731562",2021,"jackson","General Purpose",20349046,1369568,661919,0,0,0,0,0,201186,12429021,15448183,17527217,3318,NA
"10685","OK","Oklahoma",125761,"4016200",2021,"cole","General Purpose",0,0,0,0,0,0,0,0,0,128502,211253,0,621,NA
"10686","MN","Minnesota",117508,"2731706",2021,"janesville","General Purpose",10242482,1332013,1445448,132210,0,0,0,0,46603,8232740,9314360,4133812,2419,NA
"10687","OK","Oklahoma",125975,"4016350",2021,"collinsville","General Purpose",662260,20906,0,0,0,0,0,0,274189,18337550,20656536,0,7898,NA
"10688","MN","Minnesota",117432,"2732174",2021,"jordan","General Purpose",25033046,1141240,1336383,412434,0,0,0,0,191867,9419208,14412061,2283153,6662,NA
"10689","OK","Oklahoma",125953,"4016450",2021,"comanche","General Purpose",2360828,0,0,0,0,0,0,0,0,3666585,3923683,0,1373,NA
"10690","MN","Minnesota",117486,"2732876",2021,"kerkhoven","General Purpose",0,0,0,0,0,0,0,0,0,1154899,1253117,872410,802,NA
"10691","MN","Minnesota",117457,"2733164",2021,"kimball","General Purpose",4523864,182382,98220,184510,0,0,0,0,5262,1771653,1924407,291996,802,NA
"10692","OK","Oklahoma",125869,"4016500",2021,"commerce","General Purpose",340115,9598,0,0,0,0,0,0,0,1931544,1917480,15051789,2269,NA
"10693","OK","Oklahoma",125991,"4017100",2021,"copan","General Purpose",99471,22771,0,0,0,0,306454627,0,0,1468340,1397704,50127958,708,NA
"10694","MN","Minnesota",117049,"2734172",2021,"lake city","General Purpose",8517560,1571593,2514145,516877,44935,0,0,0,562440,21266321,23889420,18383415,5249,NA
"10695","OK","Oklahoma",126000,"4017300",2021,"corn","General Purpose",0,0,0,0,0,0,0,0,0,678207,753129,0,596,NA
"10696","MN","Minnesota",1035826,"2734190",2021,"lake crystal","General Purpose",11367387,625150,736592,0,0,0,0,0,95422,6690316,8545620,8204217,2543,NA
"10697","OK","Oklahoma",125682,"4017350",2021,"cornish","General Purpose",0,0,0,0,0,0,0,0,0,62318,68004,0,111,NA
"10698","LA","Louisiana",95144,"2210950",2021,"bunkie","General Purpose",12099382,553855,2108197,0,1057346,0,0,0,0,4662694,4314570,-1880619,3347,NA
"10699","OH","Ohio",98418,"3969470",2021,"st bernard","General Purpose",29504789,485563,10542098,0,1315498,218671,0,0,853425,10632570,18832621,355176,4036,NA
"10700","LA","Louisiana",75283,"2211930",2021,"calvin","General Purpose",54661,11120,0,0,0,0,2816998,0,0,205289,845375,151158,244,NA
"10701","LA","Louisiana",75323,"2212280",2021,"campti","General Purpose",586265,95494,204966,0,0,0,0,0,0,670813,596977,-25351,888,NA
"10702","LA","Louisiana",96886,"2212665",2021,"carencro","General Purpose",27962701,3617202,3765239,0,0,0,0,0,186826,14521992,25904604,0,9277,NA
"10703","LA","Louisiana",75359,"2213960",2021,"central","General Purpose",623969,428951,182655,0,0,0,0,0,0,7523347,16457545,39983136,29563,NA
"10704","LA","Louisiana",100170,"2214450",2021,"chataignier","General Purpose",28413,28413,0,0,0,0,1350857,0,0,277139,235119,36901,262,NA
"10705","LA","Louisiana",75369,"2214660",2021,"cheneyville","General Purpose",1102223,282223,0,0,0,0,0,0,0,1161202,1478099,214569,465,NA
"10706","LA","Louisiana",75371,"2215290",2021,"choudrant","General Purpose",587130,89477,0,0,0,0,0,0,0,1144304,1018620,656879,988,NA
"10707","LA","Louisiana",95145,"2215465",2021,"church point","General Purpose",1232494,976421,0,0,0,0,0,0,0,4187917,4438900,1402652,4182,NA
"10708","MI","Michigan",34313,"2670520",2021,"saginaw","General Purpose",580160859,36727135,180135979,0,303384205,0,0,0,2574017,98866869,102099279,-385208975,44212,NA
"10709","OH","Ohio",84419,"3969526",2021,"st clairsville","General Purpose",10340289,632130,2838443,0,208983,0,0,0,167471,9670019,14436717,11813523,5093,NA
"10710","MN","Minnesota",117145,"2734316",2021,"lakefield","General Purpose",10524956,793712,335582,0,0,0,0,0,19306,5190449,5945339,0,1734,NA
"10711","MN","Minnesota",117152,"2734676",2021,"lake lillian","General Purpose",216098,216098,0,0,0,0,0,0,0,2326896,1989635,0,249,NA
"10712","MN","Minnesota",116907,"2734784",2021,"lake park","General Purpose",2193501,157545,314219,199495,0,0,0,0,49094,2989184,3434544,1540862,730,NA
"10713","MN","Minnesota",117018,"2735180",2021,"lakeville","General Purpose",195177488,22277568,11998327,6446775,1074408,0,0,0,4068547,89228271,139418913,65188498,69496,131125
"10714","MN","Minnesota",117379,"2735288",2021,"lamberton","General Purpose",2137017,210185,37814,0,0,0,0,0,0,2257272,2286082,0,796,NA
"10715","OK","Oklahoma",125801,"4017550",2021,"council hill","General Purpose",0,0,0,0,0,0,0,0,0,52166,105492,38517,110,NA
"10716","MN","Minnesota",117055,"2735450",2021,"lanesboro","General Purpose",7245981,645153,316013,0,0,0,0,0,76621,3054917,5845093,1800508,725,NA
"10717","MN","Minnesota",117507,"2759152",2021,"sebeka","General Purpose",2623916,67833,209724,133584,0,0,0,0,37065,1668085,1908164,1878074,740,NA
"10718","MN","Minnesota",1036391,"2736620",2021,"leroy","General Purpose",1525640,196116,106761,17505,0,0,0,0,9410,2994004,2992835,1371570,960,NA
"10719","OK","Oklahoma",125601,"4017700",2021,"covington","General Purpose",0,0,0,0,0,0,0,0,0,986689,1019992,0,472,NA
"10720","MN","Minnesota",116896,"2736836",2021,"lexington","General Purpose",3107569,508458,465479,207648,0,0,12233842,0,57354,6787595,8025188,4810127,2256,NA
"10721","OK","Oklahoma",227737,"4017800",2021,"coweta","General Purpose",30564773,818603,5393749,0,0,0,0,0,147710,12161779,15389271,0,9672,NA
"10722","MN","Minnesota",116897,"2737322",2021,"lino lakes","General Purpose",32668994,5033472,3394155,533340,502243,0,0,0,907942,19229163,30559553,38401016,21409,NA
"10723","MN","Minnesota",97916,"2737448",2021,"litchfield","General Purpose",45421580,1344550,1803907,215846,133465,0,0,0,259435,24280837,30557814,31730852,6625,NA
"10724","MN","Minnesota",117363,"2737502",2021,"little canada","General Purpose",5406331,1300780,755868,0,0,0,0,0,198179,10401901,11043958,15630921,10820,NA
"10725","MN","Minnesota",100208,"2737556",2021,"little falls","General Purpose",30815805,1363446,2092495,437869,0,0,0,0,400031,13283524,19135573,0,9129,NA
"10726","MN","Minnesota",1035823,"2737592",2021,"littlefork","General Purpose",5856227,139224,149462,0,0,0,0,0,12170,1836379,1915524,1772897,552,NA
"10727","MN","Minnesota",90255,"2738060",2021,"long prairie","General Purpose",25489740,438268,763069,292364,269714,0,0,0,133577,8260457,10078867,5676130,3664,NA
"10728","OK","Oklahoma",125742,"4017950",2021,"coyle","General Purpose",1521367,33325,0,0,0,0,0,0,0,384153,423900,0,340,NA
"10729","MN","Minnesota",117398,"2738150",2021,"lonsdale","General Purpose",20125684,950771,901217,554551,0,0,0,0,133121,7344928,9358544,7732994,4689,NA
"10730","OK","Oklahoma",58512,"4018250",2021,"crescent","General Purpose",4195293,58071,92767,0,0,0,0,0,52431,1713628,1642575,0,1295,NA
"10731","MN","Minnesota",117095,"2738222",2021,"loretto","General Purpose",1007989,218103,140925,0,0,0,0,0,6219,1809170,1792702,0,644,NA
"10732","MN","Minnesota",117405,"2738564",2021,"luverne","General Purpose",27487849,2815087,1244957,598309,60894,0,91463117,0,796515,21124595,22976035,18183591,4940,NA
"10733","MN","Minnesota",116930,"2739320",2021,"madison lake","General Purpose",9643129,383466,204431,302502,0,0,0,0,18699,2233999,2800165,4259811,1252,NA
"10734","MN","Minnesota",65377,"2739392",2021,"mahnomen","General Purpose",14761493,987926,281850,0,0,0,0,0,44442,2477006,2636199,0,1244,NA
"10735","OK","Oklahoma",125886,"4018850",2021,"cushing","General Purpose",31404915,15765963,5455881,0,2605539,0,0,0,346288,22278272,24624559,0,8325,NA
"10736","LA","Louisiana",100349,"2215780",2021,"clarks","General Purpose",62332,14762,0,0,0,0,0,0,0,409704,336036,79677,1051,NA
"10737","LA","Louisiana",95146,"2215850",2021,"clayton","General Purpose",416859,191376,0,0,0,0,0,0,0,595876,474201,0,584,NA
"10738","LA","Louisiana",95148,"2216375",2021,"colfax","General Purpose",737167,204586,362904,0,0,0,4082007,0,23919,1567813,1687061,-30059,1434,NA
"10739","LA","Louisiana",95149,"2216830",2021,"columbia","General Purpose",1055164,60715,134920,0,0,0,0,0,6693,930947,1249953,0,279,NA
"10740","LA","Louisiana",75464,"2217215",2021,"converse","General Purpose",302228,288492,0,0,0,0,0,0,0,459883,450755,382524,377,NA
"10741","LA","Louisiana",100350,"2217880",2021,"cottonport","General Purpose",1048503,278987,239445,0,0,0,0,0,0,1379361,2068555,0,2024,NA
"10742","LA","Louisiana",33788,"2218650",2021,"crowley","General Purpose",32223938,2019933,6924316,0,1497299,0,0,0,0,14880367,17793317,0,11705,NA
"10743","LA","Louisiana",65694,"2220155",2021,"delcambre","General Purpose",2423652,379009,0,0,0,0,0,0,6036,1820754,1592736,553916,1795,NA
