"","state","name","id","ncesID","state.abb","enrollment_20","enrollment_21","enrollment_22","government_level"
"5543","CA","Azusa Unified School District","145909","0603600","CA",7729,7330,7187,"school district"
"5544","TX","La Villa Independent School District","57273","4826340","TX",602,597,560,"school district"
"5545","AL","Montgomery County Board of Education","30372","0102430","AL",28185,27399,27396,"school district"
"5546","TX","Marshall Independent School District","39005","4829160","TX",5336,5064,5070,"school district"
"5547","CA","Campbell Union High School District","145988","0607230","CA",8465,8606,8583,"school district"
"5548","CA","Bridgeville Elementary School District","145963","0606000","CA",44,43,38,"school district"
"5549","TX","Judson Independent School District","43407","4824990","TX",23680,23825,24536,"school district"
"5550","CA","Bellflower Unified School District","145928","0604440","CA",11405,10723,10176,"school district"
"5551","TX","Mccamey Independent School District","39223","4829700","TX",567,494,523,"school district"
"5552","CA","Brittan Elementary School District","145965","0606090","CA",452,427,452,"school district"
"5553","TX","Melissa Independent School District","51558","4830120","TX",3580,4104,4874,"school district"
"5554","CA","Brawley Elementary School District","145958","0605790","CA",3994,3898,3830,"school district"
"5555","TX","Lexington Independent School District","65178","4827330","TX",1054,1059,1093,"school district"
"5556","CA","Clovis Unified School District","146030","0609030","CA",43654,42790,42699,"school district"
"5557","CA","Burrel Union Elementary School District","145974","0606540","CA",120,133,124,"school district"
"5558","TX","Nederland Independent School District","39039","4832280","TX",5222,5022,5009,"school district"
"5559","CA","Calaveras Unified School District","67118","0606870","CA",2875,2685,2854,"school district"
"5560","CA","Castro Valley Unified School District","146002","0607800","CA",9321,9203,9043,"school district"
"5561","CA","Bella Vista Elementary School District","145925","0604350","CA",356,337,338,"school district"
"5562","TX","Littlefield Independent School District","39065","4827750","TX",1296,1268,1235,"school district"
"5563","CA","Corning Union High School District","146047","0609810","CA",1076,1093,1098,"school district"
"5564","TX","Midland Independent School District","39098","4830570","TX",26432,25579,26398,"school district"
"5565","CA","Cinnabar Elementary School District","146024","0608700","CA",265,251,222,"school district"
"5566","TX","Mount Vernon Independent School District","56656","4831770","TX",1578,1478,1528,"school district"
"5567","CA","Mountain Elementary School District","146403","0626070","CA",153,133,142,"school district"
"5568","TX","Lorena Independent School District","53971","4828200","TX",1752,1741,1766,"school district"
"5569","CA","Cottonwood Union Elementary School District","146051","0609990","CA",943,947,918,"school district"
"5570","CA","Madera Unified School District","93679","0623340","CA",20119,19941,20126,"school district"
"5571","TX","Northside Independent School District","38820","4833120","TX",107817,103151,102377,"school district"
"5572","CA","Curtis Creek Elementary School District","146058","0610320","CA",495,431,461,"school district"
"5573","TX","Nacogdoches Independent School District","39116","4832090","TX",6213,5940,5903,"school district"
"5574","CA","Round Valley Unified School District","91425","0633690","CA",78,61,58,"school district"
"5575","TX","Pottsboro Independent School District","38960","4835580","TX",1446,1403,1434,"school district"
"5576","CA","San Lorenzo Valley Unified School District","146602","0634740","CA",2585,2434,2450,"school district"
"5577","CA","Upper Lake Unified School District","58351","0601442","CA",844,852,906,"school district"
"5578","TX","Palmer Independent School District","47521","4834110","TX",1266,1246,1256,"school district"
"5579","CA","Vallejo City Unified School District","31503","0640740","CA",11748,11095,10706,"school district"
"5580","TX","Prosper Independent School District","54241","4836000","TX",16857,19138,21780,"school district"
"5581","CA","Cabrillo Unified School District","145980","0606780","CA",3136,2934,2803,"school district"
"5582","CA","Caruthers Unified School District","145998","0600067","CA",1548,1568,1569,"school district"
"5583","TX","Mckinney Independent School District","38876","4829850","TX",24621,23398,23379,"school district"
"5584","TX","Pleasanton Independent School District","38797","4835190","TX",3572,3437,3384,"school district"
"5585","CA","Beverly Hills Unified School District","145935","0604830","CA",3572,3313,3160,"school district"
"5586","CA","Colusa Unified School District","146042","0609570","CA",1526,1529,1531,"school district"
"5587","TX","Queen City Independent School District","38866","4836210","TX",1028,959,935,"school district"
"5588","TX","Mercedes Independent School District","39017","4830250","TX",4941,4681,4418,"school district"
"5589","TX","Medina Valley Independent School District","39096","4830060","TX",5868,6134,6785,"school district"
"5590","CA","Chicago Park Elementary School District","146016","0608340","CA",170,153,162,"school district"
"5591","TX","Peaster Independent School District","49374","4834500","TX",1322,1382,1625,"school district"
"5592","CA","Clear Creek Elementary School District","146028","0608880","CA",181,162,149,"school district"
"5593","CA","Orange County Department of Education","67659","0691024","CA",3047,2773,2379,"school district"
"5594","CA","Central Union High School District","146009","0608010","CA",4162,4140,4116,"school district"
"5595","TX","Port Aransas Independent School District","88409","4835370","TX",508,503,524,"school district"
"5596","CA","Tehama County Department of Education","109755","0691043","CA",221,125,156,"school district"
"5597","CA","Biggs Unified School District","145943","0605040","CA",605,563,574,"school district"
"5598","CA","Santa Paula Unified School District","146625","0601421","CA",5153,5081,4988,"school district"
"5599","CA","Newman-Crows Landing Unified School District","91068","0627200","CA",3210,3213,3142,"school district"
"5600","CA","Orland Joint Unified School District","67669","0600045","CA",2231,2244,2287,"school district"
"5601","AL","Sylacauga City Board of Education","93565","0103120","AL",2113,2091,2104,"school district"
"5602","TX","Sabine Independent School District","38968","4838460","TX",1527,1521,1531,"school district"
"5603","CA","Parlier Unified School District","146492","0629910","CA",3487,3416,3323,"school district"
"5604","CA","Dunsmuir Elementary School District","146087","0611670","CA",93,81,86,"school district"
"5605","TX","Royal Independent School District","43682","4838190","TX",2497,2476,2575,"school district"
"5606","CA","Exeter Unified School District","146124","0601423","CA",2722,2637,2633,"school district"
"5607","TX","Richardson Independent School District","42203","4837020","TX",39619,37787,37633,"school district"
"5608","TX","Salado Independent School District","65669","4838580","TX",2087,2105,2242,"school district"
"5609","TX","San Elizario Independent School District","43102","4838850","TX",3436,3191,3193,"school district"
"5610","TX","Rio Hondo Independent School District","38859","4837170","TX",1825,1731,1603,"school district"
"5611","TX","Raymondville Independent School District","39250","4836540","TX",2140,2080,1961,"school district"
"5612","OR","Greater Albany Public School District","86187","4101120","OR",9446,8990,9048,"school district"
"5613","TX","Sanger Independent School District","38907","4839180","TX",2635,2569,2750,"school district"
"5614","TX","Robstown Independent School District","43235","4837440","TX",2760,2601,2480,"school district"
"5615","TX","Smithville Independent School District","38805","4840550","TX",1854,1753,1788,"school district"
"5616","TX","Sharyland Independent School District","39022","4839930","TX",10180,9765,9503,"school district"
"5617","TX","Sheldon Independent School District","38994","4839990","TX",10133,10206,10570,"school district"
"5618","TX","Shepherd Independent School District","39165","4840020","TX",2008,1930,1913,"school district"
"5619","NE","Yutan Public School District No. 9","109753","3179080","NE",480,491,531,"school district"
"5620","TX","Royse City Independent School District","43617","4838220","TX",6600,6886,7629,"school district"
"5621","OR","Silver Falls School District","86289","4111450","OR",3984,3623,3524,"school district"
"5622","WA","Riverview School District No. 407","39640","5304560","WA",3405,3105,3062,"school district"
"5623","TX","San Diego Independent School District","56113","4838820","TX",1529,1488,1453,"school district"
"5624","TX","Spring Independent School District","38996","4841220","TX",35336,33567,33425,"school district"
"5625","TX","Springtown Independent School District","88456","4841280","TX",3584,3619,3888,"school district"
"5626","TX","Tornillo Independent School District","38924","4842990","TX",1002,914,889,"school district"
"5627","TX","Troy Independent School District","47629","4843260","TX",1569,1571,1637,"school district"
"5628","TX","Tulia Independent School District","39188","4843320","TX",996,950,947,"school district"
"5629","TX","Shamrock Independent School District","39242","4839900","TX",401,407,382,"school district"
"5630","TX","South Texas Independent School District","38863","4837150","TX",4126,4194,4251,"school district"
"5631","IA","College Community School District","33392","1907860","IA",5819,5669,5719,"school district"
"5632","OR","North Marion School District No. 15","86285","4108880","OR",1861,1754,1674,"school district"
"5633","TN","Lauderdale County Schools","107089","4702310","TN",3896,3716,3598,"school district"
"5634","TX","West Oso Independent School District","39125","4845120","TX",2080,1977,1969,"school district"
"5635","TX","Woodville Independent School District","39220","4846440","TX",1326,1236,1263,"school district"
"5636","TX","Whitney Independent School District","39025","4845720","TX",1501,1443,1478,"school district"
"5637","TX","Westwood Independent School District","88499","4843290","TX",1514,1352,1332,"school district"
"5638","UT","Box Elder School District","39309","4900090","UT",12111,12062,12572,"school district"
"5639","TX","Whitehouse Independent School District","39181","4845600","TX",4936,4818,4906,"school district"
"5640","WI","Ashwaubenon School District","39935","5500540","WI",3274,3276,3257,"school district"
"5641","IL","Bloomington Public Schools District No. 87","33066","1706480","IL",5208,5079,5066,"school district"
"5642","UT","South Sanpete School District","39325","4900960","UT",3419,3241,3349,"school district"
"5643","UT","Murray City School District","39323","4900600","UT",6559,6175,6112,"school district"
"5644","UT","Washington County School District","39334","4901140","UT",35920,36992,37400,"school district"
"5645","TX","Jarrell Independent School District","45489","4824600","TX",2107,2305,2885,"school district"
"5646","WA","Tonasket School District No. 404","49393","5308940","WA",1160,1132,1173,"school district"
"5647","CA","Mountain Valley Unified School District","146408","0600018","CA",289,308,304,"school district"
"5648","TN","Lenoir City Board of Education","107099","4702400","TN",2435,2517,2512,"school district"
"5649","WA","Tukwila School District No. 406","56250","5308130","WA",3022,2712,2523,"school district"
"5650","WI","Beaver Dam Unified School District","39964","5500960","WI",3466,3400,3278,"school district"
"5651","WI","Appleton Area School District","40035","5500390","WI",16081,15745,15217,"school district"
"5652","WA","Sultan School District No. 311","39685","5308550","WA",1988,1892,1944,"school district"
"5653","WA","Wellpinit School District No. 49","39699","5309630","WA",425,443,389,"school district"
"5654","WA","Toppenish School District No. 202","39721","5308970","WA",4466,4450,4276,"school district"
"5655","WA","Tahoma School District No. 409","39646","5308760","WA",9292,8765,8887,"school district"
"5656","TN","Lewis County Schools","107106","4702430","TN",1716,1626,1669,"school district"
"5657","WI","Lancaster Community School District","39980","5507770","WI",980,958,971,"school district"
"5658","WI","Fennimore Community School District","47179","5504590","WI",806,779,793,"school district"
"5659","WA","Zillah School District No. 205","39726","5310170","WA",1332,1274,1264,"school district"
"5660","WI","Menominee Indian School District","40010","5509070","WI",923,956,957,"school district"
"5661","WI","School District of Wisconsin Dells","39950","5517040","WI",1777,1728,1836,"school district"
"5662","WI","School District of Augusta","39971","5500630","WI",627,579,611,"school district"
"5663","WI","School District of North Fond Du Lac","48337","5510740","WI",1505,1493,1539,"school district"
"5664","WI","School District of Cumberland","39931","5503090","WI",1006,977,989,"school district"
"5665","OR","Sherman County School District","86871","4111250","OR",267,230,248,"school district"
"5666","WI","Shawano School District","40069","5513620","WI",2414,2335,2303,"school district"
"5667","WI","School District of Beloit","40053","5501050","WI",6347,5923,5534,"school district"
"5668","WI","School District of Grafton","47246","5505610","WI",2047,2002,2047,"school district"
"5669","WI","School District of Flambeau","40059","5514970","WI",537,504,479,"school district"
"5670","WI","School District of Onalaska","41872","5511010","WI",3171,3056,3046,"school district"
"5671","WI","Port Washington Saukville School District","40039","5512000","WI",2659,2526,2606,"school district"
"5672","WI","School District of Rhinelander","40030","5512720","WI",2403,2259,2308,"school district"
"5673","WI","School District of Cameron","65730","5502130","WI",1132,1131,1111,"school district"
"5674","WI","School District of Kettle Moraine","40098","5503510","WI",3780,3630,3575,"school district"
"5675","WI","School District of La Crosse","39997","5507530","WI",6449,6269,6139,"school district"
"5676","WI","School District of Wabeno Area","39978","5515390","WI",380,353,367,"school district"
"5677","IA","Fort Dodge Community School District","33433","1911820","IA",3841,3789,3763,"school district"
"5678","WI","School District of Sheboygan Falls","45309","5513680","WI",1616,1582,1626,"school district"
"5679","WI","Sun Prairie Area School District","39958","5514640","WI",8475,8366,8381,"school district"
"5680","WI","School District of Milton","40055","5509570","WI",3420,3480,3429,"school district"
"5681","TN","Alcoa City Schools","106529","4700060","TN",2134,2137,2167,"school district"
"5682","WI","Tomah Area School District","40025","5514910","WI",3136,3041,3080,"school district"
"5683","WV","Calhoun County Board of Education","39782","5400210","WV",937,888,861,"school district"
"5684","WI","Viroqua Area School District","40076","5515360","WI",1155,1057,1055,"school district"
"5685","WI","Waunakee Community School District","39960","5515810","WI",4375,4304,4388,"school district"
"5686","WV","Hardy County Board of Education","39788","5400480","WV",2272,2245,2139,"school district"
"5687","CA","South Whittier School District","146671","0637560","CA",2611,2444,2331,"school district"
"5688","WV","Jackson County Board of Education","39790","5400540","WV",4489,4266,4097,"school district"
"5689","WV","Boone County Board of Education","59281","5400090","WV",3674,3346,3177,"school district"
"5690","WI","Unified School District of De Pere","46248","5503210","WI",4553,4525,4536,"school district"
"5691","WI","Whitewater Unified School District","40082","5516680","WI",1997,1843,1907,"school district"
"5692","WV","Jefferson County Board of Education","39791","5400570","WV",8954,8506,8682,"school district"
"5693","WV","Randolph County Board of Education","44697","5401260","WV",3870,3790,3623,"school district"
"5694","AR","Bentonville School District No. 6","98641","0503060","AR",17848,17970,18536,"school district"
"5695","CA","Golden Valley Unified School District","146175","0600068","CA",2021,2089,2311,"school district"
"5696","AR","South Pike County School District No. 16","98791","0510320","AR",711,725,693,"school district"
"5697","CA","East Side Union High School District","146094","0611820","CA",22576,22488,21844,"school district"
"5698","CA","Death Valley Unified School District","146064","0610680","CA",24,20,28,"school district"
"5699","CA","Pixley Union Elementary School District","98925","0630630","CA",970,886,889,"school district"
"5700","CA","Escondido Union High School District","146116","0612910","CA",7274,7118,7166,"school district"
"5701","CA","Emery Unified School District","146110","0612630","CA",721,698,613,"school district"
"5702","CA","Cuyama Joint Unified School District","146061","0600009","CA",204,183,172,"school district"
"5703","CA","Downey Unified School District","146081","0611460","CA",22101,22216,22261,"school district"
"5704","CA","Fremont Unified School District","146150","0614400","CA",35431,35187,33873,"school district"
"5705","CA","Hamilton Unified School District","65805","0601339","CA",694,709,709,"school district"
"5706","CA","Glendale Unified School District","146169","0615240","CA",25528,24924,24213,"school district"
"5707","CA","Gilroy Unified School District","146168","0615180","CA",11135,10821,10624,"school district"
"5708","AL","Shelby County Board of Education","30382","0103030","AL",20991,20438,21102,"school district"
"5709","CA","Selma Unified School District","146640","0636270","CA",6258,6050,6001,"school district"
"5710","CA","Capistrano Unified School District","145992","0607440","CA",46501,43719,42754,"school district"
"5711","CA","Hemet Unified School District","146208","0616920","CA",22303,21573,22417,"school district"
"5712","AR","Ouachita River School District","52057","0500073","AR",763,742,775,"school district"
"5713","AR","Lawrence County School District","43680","0500082","AR",1002,976,1019,"school district"
"5714","CA","Outside Creek Elementary School District","98918","0629160","CA",100,119,126,"school district"
"5715","CA","North Monterey County Unified School District","31295","0627590","CA",4594,4583,4515,"school district"
"5716","CA","Denair Unified School District","146072","0611040","CA",1315,1318,1245,"school district"
"5717","CA","Mupu Elementary School District","146417","0626460","CA",166,159,161,"school district"
"5718","CA","Rio Elementary School District","146559","0632760","CA",5317,5208,5108,"school district"
"5719","CA","Natomas Unified School District","146422","0600036","CA",13767,13748,14197,"school district"
"5720","CA","Ripon Unified School District","146560","0632880","CA",3383,3307,3354,"school district"
"5721","CA","Northern Humboldt Union High School District","146440","0603030","CA",1672,1661,1734,"school district"
"5722","CA","Oakley Union Elementary School District","146452","0628080","CA",5194,4939,4905,"school district"
"5723","CA","Solvang Elementary School District","146660","0637110","CA",635,607,595,"school district"
"5724","CA","Tipton Elementary School District","146710","0639300","CA",542,527,536,"school district"
"5725","CA","New Haven Unified School District","146428","0626910","CA",11047,10812,10442,"school district"
"5726","CA","Fort Sage Unified School District","146144","0600011","CA",254,220,241,"school district"
"5727","MA","Greater New Bedford Regional Vocational Technical High School","34197","2508440","MA",2124,2113,2110,"school district"
"5728","TX","Edgewood Independent School District","38814","4818120","TX",978,963,1029,"school district"
"5729","NE","Elkhorn Valley Public School District No. 80","190267","3100025","NE",428,443,454,"school district"
"5730","CA","Sonora Union High School District","146663","0637260","CA",1071,1022,1066,"school district"
"5731","NJ","Middletown Township Board of Education","197037","3410020","NJ",2628,2553,2643,"school district"
"5732","WY","Fremont County School District No. 38","40151","5600960","WY",427,442,412,"school district"
"5733","WV","Nicholas County Board of Education","39802","5401020","WV",3634,3471,3498,"school district"
"5734","WV","Pendleton County Board of Education","39804","5401080","WV",864,870,870,"school district"
"5735","WV","Roane County Board of Education","39807","5401320","WV",2013,1903,1802,"school district"
"5736","WV","Pocahontas County Board of Education","49646","5401140","WV",982,961,945,"school district"
"5737","WV","Wetzel County Board of Education","39812","5401560","WV",2459,2370,2305,"school district"
"5738","TN","Loudon County Schools","107129","4702520","TN",4876,4683,4790,"school district"
"5739","TN","Marion County Schools","107148","4702640","TN",4048,3934,3921,"school district"
"5740","TN","Mcminn County Schools","107165","4702820","TN",5493,5267,5197,"school district"
"5741","TN","Maryville City Schools","107153","4702700","TN",5443,5441,5604,"school district"
"5742","TN","Maury County Schools","107158","4702760","TN",13043,12734,13160,"school district"
"5743","TN","Lincoln County Schools","107119","4702490","TN",3945,3806,3920,"school district"
"5744","TN","Marshall County Schools","107151","4702670","TN",5446,5361,5272,"school district"
"5745","MA","Bristol-Plymouth Regional Technical School District","34198","2503080","MA",1305,1319,1332,"school district"
"5746","TN","Meigs County Schools","107178","4702910","TN",1742,1762,1750,"school district"
"5747","TN","Mcnairy County Schools","107173","4702880","TN",4070,3942,3893,"school district"
"5748","NJ","Black Horse Pike Regional School District","35753","3401770","NJ",3663,3577,3523,"school district"
"5749","NY","Mamaroneck Union Free School District","36468","3618240","NY",5626,5491,5409,"school district"
"5750","OR","Pilot Rock School District","87117","4109660","OR",303,280,284,"school district"
"5751","TN","Milan Special School District","107210","4702970","TN",2013,1937,1946,"school district"
"5752","OR","Stanfield School District No. 61","87121","4111790","OR",527,504,521,"school district"
"5753","TX","Onalaska Independent School District","39142","4833690","TX",1143,1180,1215,"school district"
"5754","TN","Anderson County Schools - Internal School Funds","106535","4700090","TN",6436,6222,6357,"school district"
"5755","WA","Northeast Washington Educational Service District No. 101","40491","5300010","WA",200,86,119,"school district"
"5756","TN","Morgan County Schools","107227","4703090","TN",2806,2795,2789,"school district"
"5757","TN","Moore County Schools","107223","4703060","TN",891,887,915,"school district"
"5758","TN","Monroe County Schools","107220","4703000","TN",5262,4988,4993,"school district"
"5759","TN","Athens City Schools","106551","4700120","TN",1786,1712,1767,"school district"
"5760","TN","Newport City Schools","107257","4703210","TN",682,680,674,"school district"
"5761","TN","Obion County Schools","107287","4703270","TN",3281,3088,3120,"school district"
"5762","TN","Oneida Special School District","107292","4703300","TN",1282,1284,1369,"school district"
"5763","TN","Overton County Schools","107296","4703330","TN",3206,3114,3090,"school district"
"5764","TN","Perry County Schools","107311","4703390","TN",1058,1043,1040,"school district"
"5765","CA","Benicia Unified School District","145931","0604620","CA",4642,4526,4364,"school district"
"5766","PA","West Greene School District","87546","4225440","PA",644,643,646,"school district"
"5767","TN","Pickett County Schools","107317","4703420","TN",642,662,656,"school district"
"5768","CA","Bellevue Union School District","145927","0604380","CA",1599,1544,1485,"school district"
"5769","PA","School District of Philadelphia","87525","4218990","PA",130617,124111,118053,"school district"
"5770","TN","Polk County Schools","107324","4703450","TN",2269,2184,2147,"school district"
"5771","TN","Putnam County Schools","107342","4703480","TN",11916,11609,11981,"school district"
"5772","WA","Oakville School District No. 400","65086","5306000","WA",285,287,335,"school district"
"5773","PR","Puerto Rico Department of Education","87610","7200030",NA,NA,NA,NA,"school district"
"5774","OR","Coos County School District No. 9","90965","4103660","OR",3265,3022,3024,"school district"
"5775","TN","Rhea County Schools","107353","4703510","TN",4225,4084,4112,"school district"
"5776","OR","Jewell School District","90884","4106750","OR",154,105,133,"school district"
"5777","TX","Bartlett Independent School District","88068","4809540","TX",377,380,395,"school district"
"5778","OR","Douglas County School District No. 4","90860","4110710","OR",6132,5583,5697,"school district"
"5779","OR","St. Helens School District","90932","4111720","OR",2835,2656,2800,"school district"
"5780","TN","Roane County Schools","107372","4703590","TN",6514,6341,6304,"school district"
"5781","TN","Bledsoe County Board of Education","106586","4700270","TN",1723,1570,1628,"school district"
"5782","AL","Gadsden City Board of Education","46876","0101620","AL",5098,4845,4858,"school district"
"5783","FL","Nassau County District School Board","32411","1201350","FL",12248,11898,12380,"school district"
"5784","AZ","Benson Unified School District No. 9","45923","0400212","AZ",1336,1214,1293,"school district"
"5785","AZ","Blue Ridge Unified School District No. 32","30583","0406580","AZ",1906,1763,1870,"school district"
"5786","AZ","Alhambra Elementary School District No. 68","30535","0400600","AZ",12307,10665,10256,"school district"
"5787","AZ","Dysart Unified School District No. 89","44818","0402690","AZ",24590,23011,23596,"school district"
"5788","AZ","Avondale Elementary School District No. 44","30536","0400960","AZ",5790,5634,5799,"school district"
"5789","AZ","Creighton Elementary School District No. 14","42671","0402430","AZ",5771,5356,5308,"school district"
"5790","FL","Flagler County District School Board","32385","1200540","FL",12946,12853,13131,"school district"
"5791","TX","Florence Independent School District","46785","4819320","TX",1102,1075,1117,"school district"
"5792","FL","Columbia County District School Board","32379","1200360","FL",10192,9805,9923,"school district"
"5793","TN","Sevier County Schools","107423","4703780","TN",14662,14140,14304,"school district"
"5794","TN","Scott County Schools","107407","4703720","TN",2945,2745,2613,"school district"
"5795","TN","Sequatchie County Schools","107414","4703750","TN",2189,2027,2049,"school district"
"5796","CA","West Sonoma County Union High School District","91083","0642270","CA",174,157,139,"school district"
"5797","AZ","Stanfield Elementary School District No. 24","91045","0408130","AZ",427,385,414,"school district"
"5798","AZ","Mammoth-San Manuel Unified School District No. 8","91044","0404570","AZ",604,522,545,"school district"
"5799","LA","St. Charles Parish School Board","91090","2201440","LA",9440,9460,9137,"school district"
"5800","PA","Blairsville-Saltsburg School District","91102","4203750","PA",1511,1360,1401,"school district"
"5801","TN","Smith County Schools","107439","4703870","TN",3099,3000,2991,"school district"
"5802","TN","Fayetteville City Schools","151478","4701200","TN",1402,1308,1266,"school district"
"5803","OH","Norwalk City School District","91098","3904456","OH",2749,2600,2593,"school district"
"5804","OH","Zane Trace Local School District","47435","3904954","OH",1300,1267,1312,"school district"
"5805","OH","Highland Local School District","37201","3904880","OH",1802,1670,1684,"school district"
"5806","NJ","Ocean Township School District","42008","3411970","NJ",2128,2056,1972,"school district"
"5807","TN","Sweetwater City Schools","107488","4704050","TN",1459,1451,1486,"school district"
"5808","TN","Stewart County Schools","107475","4703960","TN",2050,1965,1987,"school district"
"5809","TN","Sullivan County Schools","107481","4703990","TN",9247,8715,8475,"school district"
"5810","TN","Sumner County Schools","107485","4704020","TN",30425,29588,30245,"school district"
"5811","AL","Chickasaw Board of Education","56195","0100188","AL",1514,NA,2688,"school district"
"5812","NJ","City of Vineland Board of Education","91452","3416800","NJ",10753,10266,10346,"school district"
"5813","AL","Pelham City Board of Education","57508","0100194","AL",3383,3402,3520,"school district"
"5814","AL","Winfield City Board of Education","58092","0103540","AL",1272,1280,1255,"school district"
"5815","OH","Madison Local School District","37134","3904612","OH",1467,1462,1499,"school district"
"5816","OH","Springfield Local School District","37270","3904822","OH",3586,3435,3427,"school district"
"5817","CA","Santa Rita Union School District","146626","0635790","CA",3588,3470,3306,"school district"
"5818","RI","Chariho Regional School District","38234","4400150","RI",3238,3143,3200,"school district"
"5819","TN","Tipton County Schools","107514","4704080","TN",10681,10393,10300,"school district"
"5820","ME","Regional School Unit No. 59","33945","2314560","ME",617,571,580,"school district"
"5821","TN","Tullahoma City Schools","107524","4704200","TN",3633,3543,3618,"school district"
"5822","TN","Unicoi County Schools","107530","4704230","TN",2336,2241,2234,"school district"
"5823","TN","Trousdale County Schools","107521","4704170","TN",1316,1286,1402,"school district"
"5824","TN","Union County Schools","107536","4704290","TN",4832,5132,5905,"school district"
"5825","TN","Van Buren County Schools","107551","4704320","TN",767,744,754,"school district"
"5826","SC","Abbeville County School District","41793","4500690","SC",2965,2924,2946,"school district"
"5827","TN","Washington County Schools","107570","4704380","TN",8503,8262,8252,"school district"
"5828","TX","Little Elm Independent School District","38906","4827720","TX",8065,8108,8287,"school district"
"5829","TX","Anna Independent School District","52682","4808340","TX",3828,3979,4447,"school district"
"5830","TX","Belton Independent School District","38808","4809860","TX",12186,12609,13326,"school district"
"5831","IL","Olympia Community Unit School District No. 16","99983","1729890","IL",1786,1722,1729,"school district"
"5832","TN","Wayne County Schools","107579","4704440","TN",2190,2155,2202,"school district"
"5833","TN","White County Schools","107603","4704500","TN",3947,3828,3837,"school district"
"5834","TN","Weakley County Schools","107584","4704470","TN",4090,3944,3981,"school district"
"5835","OH","Northwestern Local School District","37304","3910033","OH",1351,1272,1282,"school district"
"5836","AZ","Morenci Unified School District No. 18","93596","0405320","AZ",1492,1450,1482,"school district"
"5837","CA","West Park Elementary School District","93762","0642060","CA",651,635,586,"school district"
"5838","AR","De Queen School District No. 17","93572","0500049","AR",2382,2295,2323,"school district"
"5839","CA","Washington Colony Elementary School District","93759","0641460","CA",456,446,464,"school district"
"5840","IA","Mid-Prairie Community School District","93810","1919140","IA",1474,1429,1453,"school district"
"5841","IL","Carterville Community Unit School District No. 5","93830","1708640","IL",2152,2161,2220,"school district"
"5842","IL","Centralia City Schools District 135","93832","1709270","IL",1234,1185,1148,"school district"
"5843","IL","Herscher Community Unit School District #2","93853","1718840","IL",1680,1658,1703,"school district"
"5844","IL","Christopher Unit School District #99","93833","1700217","IL",753,721,702,"school district"
"5845","IL","Madison Community Unit School District No. 12","93870","1723970","IL",631,646,669,"school district"
"5846","TN","Williamson County Schools","107609","4704530","TN",41387,39817,41954,"school district"
"5847","NC","Thomasville City Board of Education","93975","3704500","NC",2323,2205,2232,"school district"
"5848","MN","Independent School District No. 656","93966","2711760","MN",3506,3358,3328,"school district"
"5849","NJ","Borough of Pine Hill School District","93992","3412990","NJ",1918,1850,1865,"school district"
"5850","NY","Elmsford Union Free School District","93997","3610650","NY",1041,1018,997,"school district"
"5851","WI","Arcadia School District","94037","5500420","WI",1274,1257,1264,"school district"
"5852","WA","Newport Consolidated Joint School District No. 56-415","39663","5305610","WA",1136,960,1010,"school district"
"5853","AL","Pike County Board of Education","94067","0102790","AL",2215,2177,2157,"school district"
"5854","OH","Buckeye Local School District","37130","3904847","OH",2365,2189,2259,"school district"
"5855","MA","Northborough-Southborough Regional School District","47475","2508910","MA",1390,1355,1269,"school district"
"5856","OH","Eastern Local School District","37013","3904851","OH",785,752,744,"school district"
"5857","IL","Pekin Community High School District No. 303","33139","1731110","IL",1780,1861,1847,"school district"
"5858","KS","Derby Unified School District No. 260","42773","2005460","KS",7258,7255,7262,"school district"
"5859","IL","Sherrard Community Unit School District No. 200","45065","1736180","IL",1422,1352,1360,"school district"
"5860","IL","Williamson County Special Education District","42005","1700118","IL",21,NA,0,"school district"
"5861","KY","Allen County School District","33611","2100070","KY",3172,3038,3012,"school district"
"5862","KY","Adair County School District","42836","2100030","KY",2763,2594,2601,"school district"
"5863","KY","Ashland Independent School District","33623","2100150","KY",3411,3136,3206,"school district"
"5864","TX","Ingleside Independent School District","95781","4824180","TX",2137,2052,2000,"school district"
"5865","TX","North Lamar Independent School District","95784","4833010","TX",2441,2361,2416,"school district"
"5866","KY","Covington Independent School District","33683","2101350","KY",4119,3796,3743,"school district"
"5867","KY","Shelby County Board of Education","45179","2105320","KY",7304,6961,6909,"school district"
"5868","KY","Caldwell County School District","43650","2100840","KY",1990,1866,1857,"school district"
"5869","KY","Boone County Board of Education","33620","2100510","KY",21351,20280,20201,"school district"
"5870","KY","Knox County School District","33688","2103150","KY",4360,4094,3970,"school district"
"5871","IL","Wauconda Community Unit School District No. 118","45041","1741190","IL",4501,4455,4367,"school district"
"5872","KY","Carlisle County School District","33639","2100960","KY",773,774,753,"school district"
"5873","IL","Waukegan Community Unit School District No. 60","46598","1741250","IL",15336,14455,14152,"school district"
"5874","LA","Acadia Parish School Board","33817","2200030","LA",9739,9603,9365,"school district"
"5875","KY","Elizabethtown Independent School District","41704","2101650","KY",2520,2473,2471,"school district"
"5876","KY","Ludlow Independent School District","33686","2103630","KY",855,831,809,"school district"
"5877","KY","Livingston County School District","33697","2103510","KY",1198,1112,1097,"school district"
"5878","LA","Assumption Parish School Board","43893","2200120","LA",3283,3172,3002,"school district"
"5879","MO","Grain Valley R-5 School District","47384","2913080","MO",4416,4503,4553,"school district"
